topicid,docid,Human_PM,Animal_PM,Not_PM,Disease_Exact,Disease_General,Disease_Specific,Disease_Not,Gene_Exact,Gene_Missing,Gene_Missing_Variant,Gene_Diff_Variant,Demo_Match,Demo_Notdiscussed,Demo_Exclude,Relevance
1,23288408,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23290787,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,23306863,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23323158,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23344460,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23358426,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23403819,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23454771,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23526598,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23579220,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,23615632,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23621583,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23650282,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23690527,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23699661,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23710269,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23726842,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23735514,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23792568,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,1,0,0
1,23802768,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,23807941,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23817129,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,1
1,23852164,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23881668,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23898270,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1,0,0,1
1,23918947,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,23924408,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,23927433,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,23938765,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24023633,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24114495,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,24178368,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24200969,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24201813,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,24220097,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24241686,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,0,0,2
1,24259661,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24265154,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,1
1,24290760,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24301760,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24333389,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,24335665,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24398428,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24403169,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,24422853,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24460976,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24471189,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,0,1,0
1,24508103,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24516336,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24535907,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24567366,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,24569370,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24572903,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24588073,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0,1,0,1
1,24612623,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,1,0,0
1,24614711,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24617955,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24625733,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24670642,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24684646,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,24713734,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24725538,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,0,1,0
1,24798160,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24815010,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24879511,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24893747,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,24917033,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24926260,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,24958825,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,24971404,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25036880,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25037139,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25046227,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25051202,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25073704,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25096067,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25117819,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25159853,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,0,1,0
1,25257244,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1,0,0,2
1,25265492,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25265494,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25268196,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25351955,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25359093,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25361077,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25363723,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25364391,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25376477,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25380183,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25385327,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25399551,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25411185,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25422482,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25442222,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25468810,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,1,0,0
1,25472806,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25472943,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25562798,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25583765,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25584893,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25600339,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25607474,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25623974,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,1,0,0
1,25643238,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25686114,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25744437,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0,1,0,1
1,25752325,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25767048,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,25787767,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25848750,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25888143,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25890285,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25948295,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25960652,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25965364,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25965804,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25980594,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,25989506,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,25993155,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,26020488,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26037941,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,26058727,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26125673,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26138035,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26139106,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26141621,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,26141748,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26145173,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26171248,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,26200454,1,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0,1,0,0
1,26200476,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26204954,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26215382,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26286452,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,1,0,0
1,26314551,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26339532,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26347528,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0,1,0,1
1,26356671,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26451873,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26486743,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26498143,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26512791,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26594172,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,26597176,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,26600396,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,26678033,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,26710785,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,26731560,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,26768652,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26787892,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26790143,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,26828826,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,26851802,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,26878440,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,26924424,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,27009410,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,27028853,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,27041702,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,27192168,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,27210749,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,1,0,2
1,27219630,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,27255157,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1,0,0,1
1,27283860,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,1,0,0
1,27320919,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,27327499,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0,1,0,2
1,27336602,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,27350555,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1,27403706,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
1,27481005,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0,1,0,1
