count_match_self,count_match_ancestor,count_match_descendant,age_missing_numeric,age_diff_numeric,age_missing_text,age_match_text,gender_missing,gender_diff,match_gene,has_variation,match_variation,match_total_variation,has_other_info,match_other_info,match_human,match_animal,match_not,topicid,docid,year
13,0,0,1,0,1,0,1,0,11.0,1.0,0.0,5.0,0.0,0.0,24,3,2,1,22798288,2018
8,0,0,0,0.999999694097773,0,1,0,1,4.0,1.0,1.0,1.0,0.0,0.0,1,4,1,1,24616537,2018
14,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,13,0,0,1,12619120,2018
12,0,0,1,0,1,0,1,0,17.0,1.0,3.0,6.0,0.0,0.0,20,8,0,1,26020488,2018
8,0,0,1,0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,9,4,0,1,21826607,2018
10,0,0,1,0,1,0,1,0,10.0,1.0,6.0,12.0,0.0,0.0,29,3,0,1,23579220,2018
13,0,0,1,0,1,0,1,0,10.0,1.0,1.0,1.0,0.0,0.0,7,9,0,1,25014231,2018
22,0,0,1,0,1,0,1,0,19.0,1.0,5.0,5.0,0.0,0.0,27,11,0,1,AACR_2013-3381,2018
8,0,0,1,0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,2,3,0,1,19464601,2018
15,0,0,1,0,1,0,1,0,8.0,1.0,6.0,6.0,0.0,0.0,2,12,0,1,23802768,2018
11,0,0,1,0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,12,17,0,1,26156293,2018
10,0,0,1,0,1,0,1,0,9.0,1.0,1.0,1.0,0.0,0.0,11,6,1,1,24055054,2018
15,0,0,0,1.0,1,0,0,0,6.0,1.0,1.0,1.0,0.0,0.0,7,3,3,1,23095503,2018
18,0,0,1,0,1,0,1,0,10.0,1.0,6.0,6.0,0.0,0.0,13,11,0,1,23174497,2018
8,0,0,1,0,1,0,1,0,12.0,1.0,1.0,1.0,0.0,0.0,11,4,0,1,AACR_2012-1065,2018
10,0,0,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,18,0,1,1,14522897,2018
4,0,0,1,0,1,0,1,0,10.0,1.0,4.0,4.0,0.0,0.0,4,3,0,1,24258977,2018
16,0,0,1,0,1,0,1,0,12.0,1.0,4.0,5.0,0.0,0.0,19,6,0,1,22554099,2018
20,0,0,1,0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,11,18,0,1,AACR_2016-375,2018
26,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,5,3,0,1,AACR_2017-1526,2018
11,0,0,1,0,0,0,1,0,11.0,1.0,0.0,0.0,0.0,0.0,9,6,0,1,24926836,2018
32,0,2,0,0.9820137900379085,0,1,1,0,12.0,1.0,0.0,0.0,0.0,0.0,29,5,0,1,25051202,2018
8,0,0,1,0,1,0,1,0,7.0,1.0,2.0,2.0,0.0,0.0,12,6,0,1,24858661,2018
12,0,0,1,0,1,0,1,0,5.0,1.0,1.0,2.0,0.0,0.0,2,5,0,1,24403169,2018
10,0,0,1,0,1,0,1,0,7.0,1.0,2.0,2.0,0.0,0.0,17,2,0,1,18375819,2018
6,0,0,1,0,1,0,1,0,11.0,1.0,3.0,3.0,0.0,0.0,8,11,2,1,25787767,2018
15,0,0,0,0.9999546021312976,0,1,0,1,4.0,1.0,1.0,1.0,0.0,0.0,5,10,0,1,23715079,2018
4,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,6,3,0,1,23290787,2018
13,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,10,2,1,1,15330192,2018
27,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,13,5,0,1,12873977,2018
12,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,5,5,0,1,25079100,2018
15,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,14,0,0,1,22281663,2018
18,0,0,1,0,1,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,4,6,0,1,23307859,2018
4,0,0,1,0,1,0,1,0,3.0,1.0,1.0,2.0,0.0,0.0,3,2,0,1,25477091,2018
22,0,0,1,0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,8,0,0,1,16809487,2018
14,0,0,0,0.9999999997210531,0,1,0,1,4.0,1.0,2.0,4.0,0.0,0.0,16,0,3,1,24926260,2018
12,0,0,1,0,1,0,1,0,13.0,1.0,8.0,9.0,0.0,0.0,12,6,1,1,23026937,2018
11,0,0,1,0,1,0,1,0,11.0,1.0,0.0,0.0,0.0,0.0,9,8,0,1,24456413,2018
12,0,1,1,0,1,0,1,0,10.0,1.0,8.0,8.0,0.0,0.0,11,1,0,1,AACR_2016-1138,2018
13,0,0,1,0,1,0,1,0,7.0,1.0,3.0,3.0,0.0,0.0,15,5,0,1,20818844,2018
10,0,0,1,0,1,0,1,0,22.0,1.0,1.0,1.0,0.0,0.0,12,9,0,1,27203149,2018
13,0,0,1,0,0,0,1,0,16.0,1.0,2.0,3.0,0.0,0.0,17,8,0,1,23855428,2018
12,0,0,1,0,1,0,1,0,15.0,1.0,3.0,3.0,0.0,0.0,5,0,0,1,25319388,2018
4,0,0,1,0,1,0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,27543582,2018
8,0,0,0,1.0,1,0,1,0,10.0,1.0,5.0,5.0,0.0,0.0,8,4,0,1,26600396,2018
4,0,0,1,0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,1,1,0,1,24795008,2018
5,0,0,1,0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,3,1,0,1,23894707,2018
11,1,0,1,0,1,0,1,0,6.0,1.0,1.0,1.0,0.0,0.0,14,3,0,1,21997758,2018
14,0,0,1,0,1,0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,1,6,0,1,18628967,2018
22,2,0,0,1.0,1,0,1,0,10.0,1.0,4.0,4.0,0.0,0.0,8,14,0,1,19724275,2018
24,0,0,1,0,1,0,1,0,5.0,1.0,1.0,2.0,0.0,0.0,15,0,0,1,22809251,2018
23,0,0,1,0,1,0,1,0,1.0,1.0,4.0,4.0,0.0,0.0,2,19,0,1,19282848,2018
11,0,0,1,0,1,0,1,0,9.0,1.0,4.0,4.0,0.0,0.0,5,7,0,1,20149136,2018
13,0,0,1,0,1,0,0,1,26.0,1.0,16.0,21.0,0.0,0.0,15,4,2,1,ASCO_186257-199,2018
8,0,0,1,0,1,0,1,0,7.0,1.0,3.0,6.0,0.0,0.0,6,19,0,1,25265492,2018
15,0,0,1,0,1,0,1,0,18.0,1.0,3.0,3.0,0.0,0.0,16,8,0,1,AACR_2012-5601,2018
10,0,0,1,0,1,0,1,0,7.0,1.0,4.0,4.0,0.0,0.0,5,2,1,1,19682280,2018
10,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,10,3,0,1,24520098,2018
16,0,0,1,0,1,0,1,0,7.0,1.0,1.0,1.0,0.0,0.0,7,3,0,1,AACR_2015-2681,2018
12,0,0,1,0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,11,7,0,1,12873990,2018
14,0,0,1,0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,5,2,0,1,20182446,2018
11,0,0,1,0,1,0,1,0,9.0,1.0,2.0,2.0,0.0,0.0,9,5,0,1,27042173,2018
24,0,0,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,1,15,0,1,25646931,2018
22,0,1,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,19,2,0,1,15191558,2018
14,0,0,1,0,1,0,1,0,17.0,1.0,4.0,4.0,0.0,0.0,34,2,0,1,21788131,2018
12,0,0,1,0,1,0,1,0,22.0,1.0,19.0,19.0,0.0,0.0,2,14,1,1,26451873,2018
14,0,0,1,0,1,0,1,0,7.0,1.0,1.0,1.0,0.0,0.0,5,12,0,1,25624498,2018
9,0,0,0,1.0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,5,1,0,1,21606968,2018
14,0,0,1,0,1,0,1,0,9.0,1.0,4.0,4.0,0.0,0.0,2,8,0,1,18715233,2018
8,0,0,1,0,1,0,1,0,4.0,1.0,0.0,7.0,0.0,0.0,7,9,0,1,24933606,2018
26,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,4,12,0,1,25713167,2018
9,0,0,1,0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,5,2,0,1,20951940,2018
20,0,0,1,0,1,0,1,0,9.0,1.0,0.0,0.0,0.0,0.0,17,11,0,1,15195137,2018
27,0,0,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,8,2,1,1,23447565,2018
16,0,0,1,0,1,0,1,0,8.0,1.0,2.0,2.0,0.0,0.0,3,12,0,1,24145418,2018
16,0,0,1,0,1,0,1,0,11.0,1.0,5.0,5.0,0.0,0.0,8,12,0,1,23454771,2018
47,0,0,0,1.0,0,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,17,4,1,1,26146664,2018
14,0,0,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,5,7,0,1,26308130,2018
11,0,0,1,0,1,0,1,0,10.0,1.0,0.0,1.0,0.0,0.0,3,14,0,1,AACR_2015-1130,2018
13,0,0,1,0,1,0,1,0,0.0,1.0,1.0,1.0,0.0,0.0,14,11,0,1,AACR_2014-3705,2018
8,0,0,0,0.9999999999999873,0,1,0,1,8.0,1.0,0.0,0.0,0.0,0.0,21,2,1,1,15578519,2018
11,0,0,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,11,7,0,1,25359156,2018
14,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,7,7,0,1,18421705,2018
22,0,0,1,0,1,0,1,0,12.0,1.0,3.0,6.0,0.0,0.0,9,4,0,1,25752325,2018
24,0,0,0,1.0,0,1,0,1,17.0,1.0,4.0,4.0,0.0,0.0,20,6,1,1,27009410,2018
8,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,4,3,1,1,22904646,2018
11,0,0,1,0,1,0,1,0,5.0,1.0,0.0,1.0,0.0,0.0,8,5,0,1,24393566,2018
8,0,0,1,0,0,0,0,0,23.0,1.0,0.0,0.0,0.0,0.0,9,10,2,1,27342756,2018
8,0,0,1,0,1,0,1,0,17.0,1.0,1.0,1.0,0.0,0.0,15,4,0,1,ASCO_132152-144,2018
7,0,0,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,7,2,0,1,26397052,2018
13,0,0,1,0,0,1,0,1,8.0,1.0,1.0,5.0,0.0,0.0,15,0,1,1,26643848,2018
14,0,0,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,3,5,1,1,27481005,2018
10,0,0,1,0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,5,1,0,1,23483066,2018
15,0,0,1,0,1,0,1,0,18.0,1.0,1.0,4.0,0.0,0.0,19,9,0,1,25376477,2018
17,0,0,1,0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,3,6,1,1,27081804,2018
12,0,0,1,0,1,0,1,0,17.0,1.0,6.0,9.0,0.0,0.0,29,4,0,1,ASCO_168083-176,2018
12,0,0,1,0,1,0,1,0,9.0,1.0,0.0,0.0,0.0,0.0,29,4,0,1,25370473,2018
18,0,0,1,0,1,0,1,0,22.0,1.0,0.0,0.0,0.0,0.0,12,10,0,1,AACR_2012-1914,2018
10,0,0,1,0,1,0,1,0,11.0,1.0,0.0,0.0,0.0,0.0,10,12,0,1,25653539,2018
6,0,0,0,1.0,1,0,1,0,18.0,1.0,0.0,0.0,0.0,0.0,2,4,0,1,27147251,2018
16,0,0,1,0,1,0,1,0,4.0,1.0,1.0,1.0,0.0,0.0,12,3,0,1,23102192,2018
10,0,0,1,0,1,0,1,0,4.0,1.0,2.0,2.0,0.0,0.0,2,1,0,1,21447722,2018
13,0,0,1,0,1,0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,19,6,0,1,26217117,2018
11,0,0,1,0,1,0,1,0,13.0,1.0,6.0,6.0,0.0,0.0,4,7,0,1,24023633,2018
12,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,3,5,0,1,24980819,2018
12,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,3,8,0,1,27232329,2018
12,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,3,8,0,1,21041578,2018
13,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,7,6,0,1,25738144,2018
8,0,0,1,0,1,0,1,0,7.0,1.0,1.0,1.0,0.0,0.0,21,1,0,1,21750866,2018
8,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,5,6,1,1,24958825,2018
8,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,7,5,0,1,27180965,2018
12,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,2,6,0,1,15024080,2018
15,0,0,1,0,0,0,1,0,11.0,1.0,1.0,1.0,0.0,0.0,22,2,0,1,25767048,2018
12,0,0,0,1.0,1,0,1,0,13.0,1.0,0.0,0.0,0.0,0.0,19,5,2,1,25070294,2018
7,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,5,6,0,1,24098023,2018
14,0,0,1,0,1,0,1,0,12.0,1.0,0.0,0.0,0.0,0.0,5,3,0,1,26098773,2018
11,0,0,1,0,1,0,1,0,5.0,1.0,0.0,0.0,0.0,0.0,2,5,0,1,23475878,2018
8,0,0,1,0,1,0,1,0,5.0,1.0,2.0,2.0,0.0,0.0,4,7,1,1,22962325,2018
12,0,0,1,0,1,0,1,0,15.0,1.0,0.0,2.0,0.0,0.0,14,11,0,1,23248257,2018
6,0,0,1,0,1,0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,5,9,0,1,26519363,2018
9,0,0,1,0,1,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,4,4,0,1,25755684,2018
22,0,0,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,10,1,0,1,AACR_2015-3621,2018
24,1,0,1,0,1,0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,1,9,0,1,25617424,2018
10,0,0,0,0.999999694097773,0,1,0,1,3.0,1.0,2.0,2.0,0.0,0.0,4,5,1,1,25257244,2018
8,0,0,0,0.9999991684719722,1,0,1,0,15.0,1.0,4.0,4.0,0.0,0.0,4,10,3,1,26731560,2018
6,0,0,1,0,1,0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,16,2,0,1,15048078,2018
28,0,2,1,0,1,0,1,0,8.0,1.0,0.0,0.0,0.0,0.0,13,0,0,1,16899595,2018
12,0,0,1,0,1,0,1,0,8.0,1.0,1.0,1.0,0.0,0.0,24,11,0,1,ASCO_49589-74,2018
26,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,17,8,0,1,22614978,2018
7,0,0,1,0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,3,1,0,1,18787543,2018
10,0,0,1,0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,23486431,2018
4,0,0,1,0,1,0,1,0,3.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,23594535,2018
10,0,0,1,0,1,0,1,0,9.0,1.0,1.0,1.0,0.0,0.0,6,2,1,1,22584957,2018
24,0,0,0,1.0,1,0,1,0,16.0,1.0,2.0,2.0,0.0,0.0,6,4,0,1,23550516,2018
10,0,0,1,0,1,0,1,0,9.0,1.0,0.0,0.0,0.0,0.0,9,13,0,1,26137449,2018
22,0,0,1,0,1,0,1,0,2.0,1.0,4.0,4.0,0.0,0.0,7,11,1,1,25848750,2018
14,0,0,1,0,1,0,1,0,7.0,1.0,0.0,0.0,0.0,0.0,4,6,0,1,24489105,2018
