count_match_self,count_match_ancestor,count_match_descendant,age_missing_numeric,age_diff_numeric,age_missing_text,age_match_text,gender_missing,gender_diff,match_gene,has_variation,match_variation,match_total_variation,has_other_info,match_other_info,match_human,match_animal,match_not,topicid,docid,year,rel
2,0,0,0,0.9999999997210531,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,16390226,2017,0
6,0,0,0,0.9999999999999998,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,16420937,2017,0
8,0,3,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,16489442,2017,0
8,1,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,1,1,16498358,2017,0
0,0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,3,1,16542297,2017,0
4,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,8,0,1,16550599,2017,0
8,3,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,1,1,16638967,2017,0
8,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,16690191,2017,0
2,2,0,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,16707369,2017,0
0,0,0,1,0.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,2,11,0,1,16707471,2017,0
6,0,2,0,0.9999991684719722,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,4,3,1,16711551,2017,0
0,0,0,1,0.0,1,0,1,0,2.0,0.0,0.0,0.0,1.0,0.0,0,5,0,1,16732323,2017,0
6,0,0,0,0.9999999999622486,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,3,1,16734250,2017,0
8,0,0,0,0.999999999994891,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,16736850,2017,0
0,0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,4,18,5,1,16831894,2017,0
0,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,4,0,1,1,16855986,2017,0
12,0,2,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,9.0,0,1,1,1,16938516,2017,0
14,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,5,10,0,1,16940799,2017,0
12,1,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,2,3,3,1,16951210,2017,0
6,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,16953912,2017,0
4,0,2,0,0.9999999999997455,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,4,1,16960043,2017,0
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,8,1,1,17000700,2017,0
12,1,4,0,0.9999999979388463,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,2,2,1,17213023,2017,0
6,0,0,1,0.0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,2,5,0,1,17214366,2017,2
10,0,0,0,0.9999999999999065,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,17252983,2017,0
12,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,17263615,2017,0
22,1,3,0,1.0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,3,1,17277528,2017,0
8,0,0,0,0.9999999979388463,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,17353645,2017,0
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,0,2,0,1,17354236,2017,0
4,0,0,1,0.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,1.0,0,2,0,1,17372913,2017,0
10,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,7,0,1,17375713,2017,0
34,1,6,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1,8,7,1,17387533,2017,0
16,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,17439032,2017,0
10,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,10,0,1,17468515,2017,0
26,0,3,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,1,1,17638873,2017,0
12,0,0,1,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,2,4,1,17651641,2017,0
0,0,0,1,0.0,1,0,1,0,12.0,0.0,0.0,0.0,1.0,1.0,5,2,0,1,17664862,2017,1
14,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,17867902,2017,0
10,0,2,1,0.0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,4.0,0,1,0,1,17895748,2017,0
6,0,3,0,0.9999999999999953,0,1,1,0,2.0,0.0,0.0,0.0,1.0,1.0,2,3,0,1,17895758,2017,2
4,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,1,8,0,1,17909028,2017,0
8,0,0,0,0.9999999999999873,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,7,3,1,17929542,2017,0
8,0,0,0,0.999983298578152,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5,0,2,1,17966553,2017,0
0,2,0,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,4,5,0,1,18006686,2017,0
18,0,2,0,0.9999999943972036,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,7,2,1,18046268,2017,0
12,0,0,0,0.9999938558253978,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,18058173,2017,0
6,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,18090587,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,1812488,2017,0
6,0,3,1,0.0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,3.0,1,1,1,1,18214854,2017,0
4,1,1,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1,5,0,1,18413802,2017,2
4,0,2,0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,18417851,2017,0
0,0,0,1,0.0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,4,3,0,1,18484097,2017,0
6,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,6,0,1,18497564,2017,0
32,3,8,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,6.0,0,6,6,1,18517278,2017,0
12,1,2,0,0.9990889488055994,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,4,1,18551309,2017,0
2,0,0,0,0.8807970779778823,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,18611926,2017,0
10,0,1,0,0.9999999999999065,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,9,1,1,18628610,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,18632984,2017,0
0,0,0,1,0.0,0,1,1,0,6.0,0.0,0.0,0.0,1.0,0.0,1,14,0,1,18678431,2017,0
12,0,2,0,0.9999999999993086,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,11,1,1,18720363,2017,0
0,0,0,1,0.0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,3.0,15,6,0,1,18790768,2017,0
56,0,24,1,0.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,5.0,0,1,20,1,18820664,2017,2
20,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,4.0,0,2,0,1,18836421,2017,0
0,0,0,0,0.9999999999999065,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,10,7,1,18842562,2017,0
0,0,0,1,0.0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,1.0,12,0,0,1,19011513,2017,0
0,0,0,1,0.0,1,0,1,0,11.0,0.0,0.0,0.0,1.0,0.0,4,2,0,1,19080374,2017,0
4,0,2,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,2,1,19190116,2017,0
48,0,17,0,0.9999998874648379,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,2,23,1,19194281,2017,0
8,0,0,0,0.9999999998973812,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,3,1,1,19227206,2017,0
8,0,0,0,0.999983298578152,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,3,1,1,19241318,2017,0
0,0,0,1,0.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,2,14,0,1,19347879,2017,0
16,1,7,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,8,1,19368956,2017,0
12,0,5,1,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,19390952,2017,0
0,0,0,1,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,2,25,0,1,19426702,2017,0
24,0,4,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,6.0,0,0,0,1,19449367,2017,0
10,0,2,0,0.9999999999999065,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,19515501,2017,0
8,1,2,0,1.0,1,0,0,0,8.0,0.0,0.0,0.0,1.0,4.0,0,4,6,1,19574885,2017,0
6,0,0,1,0.0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,1.0,0,8,0,1,19626636,2017,0
2,0,1,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,2,1,0,1,19664496,2017,2
6,0,2,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,19688222,2017,0
14,0,3,0,0.9999999999999953,1,0,1,0,3.0,0.0,0.0,0.0,1.0,5.0,0,5,0,1,19734852,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,19734855,2017,0
0,0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,19734858,2017,0
4,0,2,1,0.0,1,0,1,0,14.0,0.0,0.0,0.0,1.0,9.0,1,3,0,1,19737942,2017,2
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,5,1,1,19757668,2017,0
2,0,0,0,1.0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,3.0,0,0,3,1,19816710,2017,2
16,2,0,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,19820690,2017,0
0,0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,8,10,1,19839146,2017,0
6,0,2,1,0.0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,19946100,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,14,0,1,19996204,2017,0
0,0,0,0,0.999999999994891,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,6,4,3,1,20010088,2017,0
18,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,11,1,1,20022639,2017,0
14,0,2,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,20183915,2017,0
16,1,4,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,13,0,1,20197395,2017,0
6,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2039300,2017,0
0,0,0,1,0.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,6,1,20393933,2017,0
0,0,0,0,0.9999999999999656,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,10,7,1,20415190,2017,0
10,1,3,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,6,2,1,20436789,2017,0
30,0,5,1,0.0,1,0,1,0,2.0,0.0,0.0,0.0,1.0,3.0,0,5,5,1,20473880,2017,2
2,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,20483708,2017,0
14,0,0,0,0.9999938558253978,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,4,1,1,2048492,2017,0
4,0,1,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,6,6,0,1,20497911,2017,1
2,0,0,0,0.999999999986112,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,3,2,1,20508829,2017,0
4,0,2,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,7,2,1,20522586,2017,0
0,0,0,0,0.9933071490757153,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,20541291,2017,0
8,1,3,1,0.0,1,0,0,0,2.0,0.0,0.0,0.0,1.0,2.0,0,4,3,1,20588177,2017,2
6,0,2,0,0.9820137900379085,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,20591887,2017,0
10,0,4,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,5,6,1,1,20601955,2017,1
12,0,3,1,0.0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,5,0,1,20697254,2017,2
18,3,8,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,19,10,1,20732964,2017,0
0,0,0,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,5,2,0,1,20736297,2017,0
4,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,20814134,2017,0
0,0,0,1,0.0,0,1,1,0,3.0,0.0,0.0,0.0,1.0,0.0,9,0,0,1,20842456,2017,0
12,0,0,0,0.9999999999997455,0,0,0,1,1.0,0.0,0.0,0.0,1.0,3.0,0,6,0,1,21038090,2017,0
8,0,3,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,3.0,13,5,0,1,21084242,2017,0
8,0,3,0,0.999999694097773,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,4,4,1,21139825,2017,0
6,0,0,0,0.9525741268224334,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,21197426,2017,0
12,0,6,1,0.0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,0,4,0,1,21317707,2017,0
0,0,0,1,0.0,1,0,1,0,3.0,0.0,0.0,1.0,1.0,1.0,1,7,0,1,21325289,2017,0
4,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,0,1,21338289,2017,0
10,1,0,0,0.9999999847700205,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,3,1,21358383,2017,2
16,0,2,0,0.9999999586006244,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,1,7,1,21394894,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,5,0,1,21426400,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,18,18,0,1,21451212,2017,0
10,0,0,0,0.9999991684719722,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,2,1,21465089,2017,0
12,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,21473438,2017,0
8,0,0,0,0.9999999999999993,0,1,0,1,2.0,0.0,0.0,0.0,1.0,0.0,4,1,1,1,21487465,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,0,1,2150765,2017,0
0,0,0,1,0.0,1,0,1,0,2.0,0.0,0.0,0.0,1.0,0.0,0,16,0,1,21523509,2017,0
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,21540666,2017,0
10,0,2,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0,4,1,1,21552124,2017,2
6,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,6.0,0,3,0,1,21552929,2017,0
0,0,0,1,0.0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,7.0,3,3,1,1,21593195,2017,0
4,0,0,0,0.9975273768433653,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,21776304,2017,0
8,0,4,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0,5,0,1,21790860,2017,0
10,0,2,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,3.0,0,1,0,1,21793095,2017,2
0,0,0,1,0.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,2.0,1,5,0,1,21801719,2017,0
8,0,2,1,0.0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,5.0,0,5,0,1,21910158,2017,0
6,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,9,0,1,21930930,2017,0
6,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,2203887,2017,0
12,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,8,0,1,22173612,2017,0
0,0,0,1,0.0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,11,6,0,1,22237278,2017,0
8,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,22299213,2017,0
8,4,3,1,0.0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,1.0,0,2,2,1,22301498,2017,0
