count_match_self,count_match_ancestor,count_match_descendant,age_missing_numeric,age_diff_numeric,age_missing_text,age_match_text,gender_missing,gender_diff,match_gene,has_variation,match_variation,match_total_variation,has_other_info,match_other_info,match_human,match_animal,match_not,topicid,docid,year,rel,bm25
12,0,4,0,0.9999999999999953,0,0,1,0,2.0,0.0,0.0,0.0,1.0,1.0,1,5,0,1,15991843,2017,2.0,35.823273
4,0,2,1,0.0,1,0,1,0,5.0,0.0,0.0,0.0,1.0,0.0,1,6,0,1,24065146,2017,2.0,35.40728
2,0,0,1,0.0,1,0,1,0,18.0,0.0,0.0,0.0,1.0,3.0,1,14,0,1,25810375,2017,0.0,35.27689
8,0,3,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,16489442,2017,0.0,34.846153
2,2,0,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,16707369,2017,0.0,34.62696
2,0,0,1,0.0,1,0,1,0,24.0,0.0,0.0,0.0,1.0,8.0,2,10,0,1,AACR_2015-3093,2017,1.0,34.519226
8,0,3,0,0.9999999999999953,0,1,0,1,1.0,0.0,0.0,0.0,1.0,1.0,2,2,1,1,25690861,2017,2.0,34.006172
22,0,6,0,0.999999999994891,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,5,5,1,25986682,2017,0.0,33.849552
8,1,2,0,1.0,1,0,0,0,8.0,0.0,0.0,0.0,1.0,4.0,0,4,6,1,19574885,2017,0.0,33.750409999999995
22,0,0,1,0.0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,10.0,0,1,0,1,25121597,2017,2.0,33.34001
10,2,3,0,0.9999999992417439,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,26464734,2017,0.0,33.288643
30,0,5,1,0.0,1,0,1,0,2.0,0.0,0.0,0.0,1.0,3.0,0,5,5,1,20473880,2017,2.0,33.200634
10,0,0,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,25765001,2017,0.0,33.10971
56,0,24,1,0.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,5.0,0,1,20,1,18820664,2017,2.0,32.896507
6,0,0,0,0.9999999999999656,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,15154619,2017,2.0,32.87555
10,0,4,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,5,5,1,9403703,2017,0.0,32.67575
10,0,5,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,5,1,19823827,2017,0.0,32.595642
8,0,2,0,1.0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,23826426,2017,0.0,32.36657
12,0,5,0,0.9999999999981204,0,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,22528826,2017,0.0,32.158234
12,1,2,0,0.9990889488055994,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,4,1,18551309,2017,0.0,32.115337
22,0,11,0,1.0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,2.0,2,5,3,1,24457460,2017,0.0,31.947983
8,4,3,1,0.0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,1.0,0,2,2,1,22301498,2017,0.0,31.927165999999996
4,0,2,0,0.9999999979388463,1,0,1,0,8.0,0.0,0.0,0.0,1.0,2.0,7,4,0,1,23569312,2017,2.0,31.654665
8,1,2,0,1.0,0,0,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,23971887,2017,0.0,31.591296999999997
10,0,1,0,0.9998766054240137,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,22675153,2017,0.0,31.00879
10,0,2,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0,4,1,1,21552124,2017,2.0,31.00879
20,0,3,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,3,3,1,25993159,2017,2.0,31.00879
12,0,5,0,1.0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,25594652,2017,0.0,30.660664
12,0,0,0,0.9999999999997455,0,0,0,1,1.0,0.0,0.0,0.0,1.0,3.0,0,6,0,1,21038090,2017,0.0,30.397246999999997
12,0,5,0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,2.0,0,2,0,1,18036404,2017,0.0,30.159153000000003
2,0,0,1,0.0,0,0,1,0,3.0,0.0,0.0,0.0,1.0,0.0,1,4,1,1,25941111,2017,0.0,30.087086
8,0,0,0,0.9999999999999993,0,1,0,1,2.0,0.0,0.0,0.0,1.0,0.0,4,1,1,1,21487465,2017,0.0,29.868946
10,0,0,1,0.0,1,0,1,0,2.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,26843318,2017,0.0,29.492851
12,0,2,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,9.0,0,1,1,1,16938516,2017,0.0,29.452808
14,0,2,1,0.0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,8.0,4,1,0,1,23852861,2017,2.0,29.370983000000003
0,0,0,1,0.0,1,0,1,0,14.0,0.0,0.0,0.0,1.0,0.0,1,5,0,1,24348783,2017,0.0,29.313564000000003
0,0,0,1,0.0,0,1,1,0,13.0,0.0,0.0,0.0,1.0,0.0,3,3,1,1,26528855,2017,0.0,29.165052000000003
4,0,0,1,0.0,0,1,1,0,2.0,0.0,0.0,0.0,1.0,1.0,0,6,0,1,25822339,2017,2.0,29.097595000000002
20,0,8,0,0.9999999999999982,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,7,1,2641156,2017,0.0,29.077403999999998
8,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,16690191,2017,0.0,28.803207
12,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,21473438,2017,0.0,28.687316999999997
12,0,0,0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,7939360,2017,0.0,28.552193
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,8139570,2017,0.0,28.529921999999996
6,0,0,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,1.0,0,2,0,1,10755400,2017,2.0,28.452946
16,0,1,1,0.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,3.0,2,4,0,1,23393200,2017,2.0,28.369915000000002
10,0,3,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,3,0,2,1,9862519,2017,0.0,28.369915000000002
6,0,2,1,0.0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,19946100,2017,0.0,28.363234000000002
6,0,0,0,0.999997739675702,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,6,6,1,1,24834200,2017,0.0,28.201984000000003
8,1,2,1,0.0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,2.0,0,5,0,1,26645460,2017,2.0,28.201984000000003
0,0,0,1,0.0,1,0,1,0,12.0,0.0,0.0,0.0,1.0,1.0,7,4,0,1,AACR_2013-3416,2017,0.0,28.194475
0,0,0,1,0.0,1,0,1,0,4.0,0.0,0.0,0.0,1.0,0.0,1,3,0,1,17092340,2017,0.0,28.163104999999998
12,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,11692442,2017,0.0,28.131012
24,0,9,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,4,0,1,18204431,2017,0.0,28.096970000000002
10,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,2,1,8472432,2017,0.0,28.032103999999997
14,0,4,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,0,4,0,1,12640106,2017,1.0,27.978569
10,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,25469348,2017,0.0,27.971190000000004
6,0,3,1,0.0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,3.0,1,1,1,1,18214854,2017,0.0,27.90832
6,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,2039300,2017,0.0,27.76408
0,0,0,1,0.0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,12539309,2017,0.0,27.753809000000004
0,0,0,0,1.0,1,0,0,0,15.0,0.0,0.0,0.0,1.0,0.0,3,8,5,1,21477379,2017,0.0,27.744915000000002
12,0,3,1,0.0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0,5,0,1,20697254,2017,2.0,27.624340000000004
12,0,2,0,0.9999991684719722,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,2084641,2017,0.0,27.580019
12,0,5,1,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,19390952,2017,0.0,27.580019
18,0,1,0,0.999999694097773,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,6,0,1,23268098,2017,0.0,27.543194
12,1,4,1,0.0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,5,1,1,11757866,2017,1.0,27.524914000000003
14,0,0,0,0.9999999999999982,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,4,0,1,12635688,2017,0.0,27.512402
16,3,4,0,0.9999999998973812,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,15614740,2017,0.0,27.512402
4,0,0,0,0.999997739675702,0,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,2,3,1,1,23308321,2017,0.0,27.489243
0,1,0,1,0.0,1,0,1,0,16.0,0.0,0.0,0.0,1.0,0.0,11,2,0,1,11335721,2017,0.0,27.433220000000002
6,0,2,0,0.9999999979388463,0,0,0,1,3.0,0.0,0.0,0.0,1.0,1.0,8,7,1,1,27124835,2017,2.0,27.42255
0,0,0,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,8703009,2017,0.0,27.376334999999997
8,0,2,0,0.9999998874648379,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,2,1,8506203,2017,0.0,27.324152
18,0,6,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,3,1,22690275,2017,0.0,27.319336
0,0,0,1,0.0,1,0,1,0,7.0,0.0,0.0,0.0,1.0,0.0,0,5,0,1,10688915,2017,0.0,27.311577000000003
0,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,6,0,1,19383288,2017,0.0,27.311577000000003
0,1,0,1,0.0,1,0,1,0,10.0,0.0,0.0,0.0,1.0,10.0,1,4,0,1,8811128,2017,0.0,27.305334000000002
8,0,1,0,0.999983298578152,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,3,1,15689251,2017,0.0,27.286559999999998
6,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,8253658,2017,0.0,27.281862
6,2,0,0,0.9999938558253978,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,9673125,2017,0.0,27.281862
24,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,2,1,20713527,2017,0.0,27.216866999999997
6,0,1,0,0.9999999997210531,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,17001899,2017,0.0,27.16964
48,0,12,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,4,6,1,10982304,2017,0.0,27.137970000000003
12,0,2,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,23139616,2017,0.0,27.137384
0,0,0,1,0.0,1,0,1,0,11.0,0.0,0.0,0.0,1.0,0.0,0,4,0,1,17892862,2017,0.0,27.107302
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,10,0,1,10319860,2017,0.0,27.077976
12,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,8168191,2017,0.0,27.055279
12,0,4,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,6,1,10870153,2017,0.0,27.055279
0,0,0,1,0.0,1,0,1,0,8.0,0.0,0.0,0.0,1.0,0.0,0,9,0,1,26657864,2017,0.0,27.028541999999998
16,1,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,6,0,1,16966465,2017,0.0,27.023715999999997
10,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,10931998,2017,0.0,27.023715999999997
10,0,0,0,0.9999999999981204,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,15009607,2017,0.0,27.023715999999997
10,0,0,0,0.9999999979388463,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,12229187,2017,0.0,27.023715999999997
10,0,0,0,0.9999999998973812,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,5,0,1,11080957,2017,0.0,27.023715999999997
10,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,17966230,2017,0.0,27.023715999999997
0,0,0,1,0.0,1,0,1,0,12.0,0.0,0.0,0.0,1.0,0.0,2,4,0,1,25486476,2017,0.0,26.982253999999998
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,9837900,2017,0.0,26.982253999999998
6,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,8383408,2017,0.0,26.963594
0,0,0,1,0.0,1,0,1,0,16.0,0.0,0.0,0.0,1.0,0.0,2,6,0,1,23737759,2017,0.0,26.925539
6,0,3,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,4,0,1,16012847,2017,0.0,26.892303000000002
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,0,1,9150368,2017,0.0,26.871204
8,0,4,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0,5,0,1,21790860,2017,0.0,26.844883000000003
12,1,0,0,0.9999999999999993,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,5,1,1,21526137,2017,0.0,26.837627
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,0,1,10623629,2017,0.0,26.812153000000002
18,0,2,0,0.9999999943972036,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,7,2,1,18046268,2017,0.0,26.802343
14,0,0,0,0.9999999999999993,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,3,1,11396225,2017,0.0,26.802343
0,0,0,1,0.0,1,0,1,0,11.0,0.0,0.0,0.0,1.0,3.0,3,3,0,1,17139501,2017,0.0,26.774115000000002
16,2,0,1,0.0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,19820690,2017,0.0,26.744822999999997
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,4,0,1,16213226,2017,0.0,26.733307
8,0,1,0,0.9999999992417439,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,4,1,1,7924520,2017,0.0,26.683586
8,0,0,0,0.9999991684719722,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,15306943,2017,0.0,26.683586
12,0,3,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,3,1,8590881,2017,0.0,26.683586
8,0,0,0,0.999999999994891,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,19268897,2017,0.0,26.683586
8,0,0,0,0.999997739675702,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,19844144,2017,0.0,26.683586
8,1,1,0,0.9999546021312976,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,5,1,1,2264989,2017,0.0,26.683586
10,1,0,0,0.9999999999999998,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1506708,2017,0.0,26.683586
8,0,0,0,0.999999999994891,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,16736850,2017,0.0,26.683586
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,16102226,2017,0.0,26.683586
8,0,4,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,9126049,2017,0.0,26.683586
10,0,0,0,0.9999999998973812,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,1,1,12860348,2017,0.0,26.683586
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,2,1,15085719,2017,0.0,26.683586
10,0,1,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,9186144,2017,0.0,26.683586
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,2633365,2017,0.0,26.683586
10,0,0,0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,9557504,2017,0.0,26.683586
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,11733983,2017,0.0,26.683586
8,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,3,1,21253554,2017,0.0,26.683586
8,1,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,1,1,16498358,2017,0.0,26.683586
6,0,2,0,0.9999999998973812,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,3799772,2017,0.0,26.656784000000002
6,0,2,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,2,1,6887379,2017,0.0,26.656784000000002
6,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,2757450,2017,0.0,26.656784000000002
6,0,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,6499492,2017,0.0,26.656784000000002
18,0,5,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,3,1,27591497,2017,0.0,26.647638
10,0,0,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,12736039,2017,0.0,26.641815
10,0,4,0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,18323178,2017,0.0,26.641815
10,1,3,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,24765432,2017,0.0,26.641815
10,2,1,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,2,1,17883085,2017,0.0,26.641815
12,0,2,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,9038767,2017,0.0,26.641815
14,0,3,0,0.9999999999999953,1,0,1,0,3.0,0.0,0.0,0.0,1.0,5.0,0,5,0,1,19734852,2017,0.0,26.640308
0,1,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,10,5,0,1,11606789,2017,0.0,26.631552000000003
4,0,0,1,0.0,1,0,1,0,3.0,0.0,0.0,0.0,1.0,5.0,0,1,0,1,18160213,2017,0.0,26.631218
22,0,0,1,0.0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,14,14,0,1,AACR_2017-4188,2017,0.0,26.588084999999996
18,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,11,1,1,20022639,2017,0.0,26.575809999999997
8,0,2,0,0.999983298578152,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1,18521401,2017,0.0,26.573434999999996
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,1,10193479,2017,0.0,26.521074
8,0,1,0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,27594953,2017,0.0,26.521074
8,0,0,1,0.0,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,5,1,1,25960913,2017,0.0,26.521074
6,0,0,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,10095419,2017,0.0,26.471778999999998
10,0,2,1,0.0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,22886125,2017,0.0,26.44332
0,0,0,1,0.0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,1,10,0,1,14647432,2017,0.0,26.429445
34,0,12,0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,4,14,1,9181367,2017,0.0,26.42632
10,0,0,0,0.9999999999999065,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,20523835,2017,0.0,26.417616
10,0,1,0,0.9996646498695336,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,5,0,1,3677011,2017,0.0,26.417616
10,0,1,0,0.9999999997210531,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,24444269,2017,0.0,26.417616
10,0,2,0,0.8807970779778823,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,4,0,1,16164258,2017,0.0,26.417616
10,0,2,0,0.9933071490757153,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,5,4,1,9182297,2017,0.0,26.417616
12,0,1,0,0.9999999999622486,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,2,1,1,20383516,2017,0.0,26.417616
0,0,0,1,0.0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,1.0,10,6,0,1,27017286,2017,0.0,26.4146
2,0,0,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,1.0,0,6,1,1,27508976,2017,0.0,26.390251
16,0,7,1,0.0,1,0,1,0,6.0,0.0,0.0,0.0,1.0,4.0,0,2,0,1,15221942,2017,0.0,26.390251
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,6,0,1,11063650,2017,0.0,26.263958000000002
0,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,14,0,1,21150327,2017,0.0,26.263958000000002
0,1,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,2,5,0,1,12529334,2017,0.0,26.2631
18,0,3,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,24790523,2017,0.0,26.258282
12,0,1,0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1,19852822,2017,0.0,26.252201
12,1,6,0,0.9999999943972036,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,6,1,22018762,2017,0.0,26.252201
12,0,1,0,0.9998766054240137,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,2,1,12680186,2017,0.0,26.252201
12,0,0,0,0.9999999998973812,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,6,2,1,16534865,2017,0.0,26.252201
12,0,0,0,0.9990889488055994,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,17209365,2017,0.0,26.252201
10,0,0,0,0.999997739675702,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,1,19271394,2017,0.0,26.220638
10,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,1,1,2421559,2017,0.0,26.220638
10,1,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,1,1,1513315,2017,0.0,26.220638
10,0,0,0,0.9999999999999656,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,1,17485186,2017,0.0,26.220638
0,0,0,1,0.0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,0,5,0,1,9244353,2017,0.0,26.209167
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,3,1,8984855,2017,0.0,26.179264
12,0,0,1,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,2,4,1,17651641,2017,0.0,26.179264
8,0,0,1,0.0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0,3,0,1,2239397,2017,0.0,26.179264
8,0,1,0,0.9990889488055994,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1,0,2,1,3735678,2017,0.0,26.179264
8,0,0,0,0.9999999979388463,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,2,1,18810708,2017,0.0,26.179264
8,0,1,0,0.999983298578152,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,4,1,1,9237162,2017,0.0,26.179264
0,0,0,1,0.0,1,0,1,0,9.0,0.0,0.0,0.0,1.0,0.0,6,3,0,1,24795392,2017,0.0,26.177021
