count_match_self,count_match_ancestor,count_match_descendant,topicid,docid,label
4,0,0,1,ASCO_151404-156,More Specific
13,0,0,1,ASCO_186257-199,Exact
8,0,0,1,ASCO_188703-199,More Specific
8,0,0,2,10918203,Exact
25,0,0,2,12468522,More General
5,0,0,2,12960123,Exact
12,0,0,2,14523936,More General
25,0,0,2,14734683,More General
52,0,0,2,14961576,More General
3,0,0,2,15014028,Exact
12,0,0,2,15024080,More General
6,0,0,2,15048078,More General
5,0,0,2,15060100,More Specific
11,0,0,2,15277467,More Specific
39,0,0,2,15503312,More General
12,0,0,2,15577314,More Specific
6,0,0,2,15663508,More Specific
3,0,0,2,15741578,Exact
8,0,0,2,15917418,More Specific
39,0,0,2,15948115,Exact
18,0,0,2,16096377,More General
18,0,0,2,16452469,More Specific
35,0,0,2,16652198,More General
4,0,0,2,16708643,More General
17,0,0,2,16873291,More General
17,0,0,2,17159915,More Specific
20,0,0,2,17409425,Exact
11,0,0,2,17690212,More General
19,0,0,2,18045645,More Specific
19,0,0,2,18279546,More General
13,0,0,2,18374154,More General
27,0,0,2,19398955,More General
17,0,0,2,19837749,Exact
8,0,0,2,19861964,More Specific
5,0,0,2,20233623,More General
12,0,0,2,20350535,More General
5,0,0,2,20630094,Exact
13,0,0,2,20818844,Exact
29,0,0,2,20944096,Exact
3,0,0,2,21098728,More General
10,0,0,2,21169256,Exact
0,0,0,2,21343552,Exact
6,0,0,2,21343559,More Specific
40,0,2,2,21482206,Exact
9,0,0,2,21606968,Exact
8,0,0,2,21615881,Exact
16,0,0,2,21635872,Exact
4,0,0,2,21639808,Exact
2,0,0,2,21693616,More Specific
14,0,0,2,21793228,Exact
24,0,0,2,21827678,Exact
18,0,0,2,21905615,Exact
2,0,0,2,22037033,More Specific
6,0,0,2,22156613,Exact
6,0,0,2,22261812,Exact
7,0,0,2,22332713,Exact
2,0,0,2,22340588,Exact
11,0,0,2,22356324,Exact
12,0,0,2,22383533,Exact
8,0,0,2,22423265,Exact
0,0,0,2,22508706,More General
4,0,0,2,22535154,Exact
16,0,0,2,22536370,Exact
16,0,0,2,22554099,Exact
19,0,0,2,22588166,More General
11,0,0,2,22614711,More Specific
6,0,0,2,22646765,More Specific
4,0,0,2,22663011,More General
2,0,0,2,22805292,More Specific
14,0,0,2,22878367,More Specific
8,0,0,2,22962325,More General
12,0,0,2,23026937,More General
18,0,0,2,23051966,More General
16,0,0,2,23102192,More General
2,0,0,2,23169438,More General
9,0,0,2,23237741,More Specific
4,0,0,2,23246082,More General
6,0,0,2,23248257,More Specific
8,0,0,2,23251000,More General
12,0,0,2,23251089,More Specific
24,0,0,2,23273605,Exact
4,0,0,2,23290787,More General
8,0,0,2,23318787,More General
5,0,0,2,23319765,More General
7,0,0,2,23326492,More General
2,0,0,2,23414587,More Specific
6,0,0,2,23432625,More General
10,0,0,2,23463675,More Specific
2,0,0,2,23473613,More General
16,0,0,2,23499336,More General
13,0,0,2,23576166,More Specific
10,0,0,2,23579220,More General
16,0,0,2,23584575,More General
22,0,0,2,23615632,More Specific
14,0,0,2,23621583,Exact
4,0,0,2,23658295,More General
2,0,0,2,23677116,More Specific
4,0,0,2,23699661,More General
15,0,0,2,23715079,More General
10,0,0,2,23735514,More Specific
2,0,0,2,23790465,More General
15,0,0,2,23802768,More Specific
18,0,0,2,23807941,More Specific
14,0,0,2,23817129,More Specific
4,0,0,2,23855428,More Specific
2,0,0,2,23918947,More Specific
4,0,0,2,23922205,More Specific
10,0,0,2,23976959,More Specific
11,0,0,2,24009630,More General
2,0,0,2,24026210,More Specific
37,0,0,2,24114495,More General
23,0,0,2,24121489,More General
20,0,0,2,24133630,More Specific
30,0,0,2,24200969,More General
18,0,0,2,24220097,More Specific
4,0,0,2,24228228,More Specific
6,0,0,2,24265154,More General
8,0,0,2,24283590,More General
12,0,0,2,24333389,More Specific
10,0,0,2,24335665,More Specific
2,0,0,2,24393566,Exact
12,0,0,2,24403169,More General
10,0,0,2,24448821,More General
4,0,0,2,24469106,More General
2,0,0,2,24508103,More General
8,0,0,2,24516336,More General
16,0,0,2,24531984,More General
12,0,0,2,24535907,More General
8,0,0,2,24583796,More Specific
12,0,0,2,24589925,More Specific
4,0,0,2,24596183,More Specific
6,0,0,2,24661317,More Specific
20,0,0,2,24684639,More Specific
15,0,0,2,24684646,More General
4,0,0,2,24795008,More General
2,0,0,2,24795014,More General
2,0,0,2,24853952,More General
16,0,0,2,24865425,Exact
2,0,0,2,24879511,More General
6,0,0,2,24893747,More General
5,0,0,2,24917033,More Specific
4,0,0,2,24918823,More Specific
10,0,0,2,24922189,More General
22,0,1,2,24942556,More Specific
0,0,0,2,24954139,More General
14,0,0,2,24962553,More General
11,0,0,2,24971404,More Specific
13,0,0,2,25014231,More General
6,0,0,2,25036880,More Specific
2,0,0,2,25037139,More Specific
0,0,0,2,25037456,More Specific
32,0,2,2,25051202,More General
16,0,0,2,25073704,More Specific
18,0,0,2,25182332,More General
9,0,0,2,25228337,Exact
10,0,0,2,25257244,Exact
3,0,0,2,25262755,More Specific
8,0,0,2,25265492,Exact
4,0,0,2,25265494,Exact
3,0,0,2,25323827,Exact
8,0,0,2,25357015,Exact
15,0,0,2,25376477,More Specific
12,0,0,2,25380183,Exact
2,0,0,2,25382067,More Specific
8,0,0,2,25399551,Exact
8,0,0,2,25426645,More Specific
14,0,0,2,25442222,Exact
4,0,0,2,25454717,Exact
12,0,0,2,25456393,Exact
8,0,0,2,25472943,Exact
4,0,0,2,25477091,Exact
10,0,0,2,25523300,Exact
4,0,0,2,25524477,Exact
0,0,0,2,25559563,More General
8,0,0,2,25607474,Exact
3,0,0,2,25611237,Exact
8,0,0,2,25623468,Exact
8,0,0,2,25690538,Exact
2,0,0,2,25752325,Exact
10,0,0,2,25755683,More General
18,0,0,2,25909218,Exact
13,0,0,2,25956405,More Specific
6,0,0,2,25962795,More Specific
10,0,0,2,25993155,Exact
12,0,0,2,26020488,Exact
2,0,0,2,26037941,Exact
9,0,0,2,26107021,Exact
6,0,0,2,26109403,Exact
17,0,0,2,26110554,Exact
0,0,0,2,26139292,More General
10,0,0,2,26141621,Exact
4,0,0,2,26157547,Exact
2,0,0,2,26174638,Exact
2,0,0,2,26181250,Exact
14,0,0,2,26204954,Exact
18,0,0,2,26206558,Exact
6,0,0,2,26282084,Exact
9,0,0,2,26332527,Exact
2,1,0,2,26356671,Exact
7,0,0,2,26397052,Exact
13,0,0,2,26407762,Exact
4,0,0,2,26446943,Exact
4,0,0,2,26451298,Exact
12,0,0,2,26451873,Exact
22,0,0,2,26498143,More Specific
6,0,0,2,26600396,Exact
22,0,0,2,26633701,Exact
16,0,0,2,26659191,More Specific
6,0,0,2,26690267,Exact
40,0,0,2,26710785,More Specific
18,0,0,2,26807515,Exact
4,0,0,2,26851802,Exact
10,0,0,2,26989536,More Specific
9,0,0,2,26997441,More General
10,0,0,2,27000992,Exact
10,0,0,2,27009410,More Specific
14,0,0,2,27020391,Exact
0,0,0,2,27028853,More General
4,0,0,2,27096314,Exact
11,0,0,2,27146499,Exact
50,0,0,2,27192168,More Specific
14,0,0,2,27210749,Exact
2,0,0,2,27219630,Exact
8,0,0,2,27226552,More General
9,0,0,2,27255157,Exact
6,0,0,2,27308477,Exact
6,0,0,2,27308505,Exact
2,0,0,2,27341594,More General
4,0,0,2,27429963,Exact
6,0,0,2,27467925,Exact
0,0,0,2,27497007,More General
8,0,0,2,27503895,Exact
6,0,0,2,27679543,Exact
14,0,0,2,27701080,Exact
17,0,1,2,27766572,Exact
14,0,0,2,27783987,Exact
12,0,0,2,27860480,More Specific
23,0,0,2,AACR_2012-5598,Exact
15,0,0,2,AACR_2012-5601,Exact
10,0,0,2,AACR_2012-976,Exact
37,0,0,2,AACR_2013-1116,Exact
19,0,0,2,AACR_2013-2028,Exact
22,0,0,2,AACR_2013-3381,More General
3,0,0,2,AACR_2013-42,More General
7,0,0,2,AACR_2013-4213,More General
18,0,1,2,AACR_2013-4220,Exact
17,0,0,2,AACR_2013-5213,Exact
25,0,0,2,AACR_2014-4331,Exact
14,0,0,2,AACR_2014-5466,Exact
21,0,0,2,AACR_2014-933,Exact
14,0,0,2,AACR_2015-2689,More General
33,0,0,2,AACR_2016-4017,Exact
48,0,0,2,AACR_2017-374,Exact
32,0,0,2,AACR_2017-4329,Exact
12,0,0,2,ASCO_115328-132,More General
6,0,0,2,ASCO_132370-144,Exact
21,0,0,2,ASCO_135042-144,Exact
15,0,0,2,ASCO_135310-144,Exact
0,0,0,2,ASCO_140426-158,More General
3,0,0,2,ASCO_148982-156,Exact
4,0,0,2,ASCO_164826-176,Exact
6,0,0,2,ASCO_164844-176,Exact
21,0,0,2,ASCO_164931-176,Exact
12,0,0,2,ASCO_168083-176,Exact
10,0,0,2,ASCO_168199-176,More Specific
9,0,0,2,ASCO_168265-176,Exact
13,0,0,2,ASCO_186257-199,Exact
6,0,0,2,ASCO_187616-199,Exact
4,0,0,2,ASCO_189323-199,More Specific
30,0,0,2,ASCO_78644-102,Exact
8,0,0,2,ASCO_79170-102,More Specific
25,0,0,3,12778069,More Specific
17,0,0,3,12810628,Exact
27,0,0,3,12873977,Exact
12,0,0,3,12873990,More Specific
5,0,0,3,12960123,More Specific
17,0,0,3,14617374,More Specific
24,0,0,3,14679157,More Specific
12,0,0,3,14722037,More Specific
20,0,0,3,15208655,Exact
25,0,0,3,15694309,Exact
8,0,0,3,15917418,Exact
39,0,0,3,15948115,Exact
8,0,0,3,16052531,Exact
15,0,0,3,16098043,More Specific
15,0,0,3,16179870,More Specific
4,0,0,3,16424035,More Specific
10,0,0,3,16540682,Exact
18,0,0,3,16647948,More Specific
17,0,0,3,16873291,More Specific
14,0,0,3,17050671,Exact
14,0,0,3,17384209,More Specific
20,0,0,3,17409425,More Specific
13,0,0,3,17507627,More Specific
0,0,0,3,18098337,Not Disease
4,0,0,3,18281615,More Specific
13,0,0,3,18374154,Exact
11,0,0,3,19915144,Exact
12,0,0,3,20350535,Exact
9,0,0,3,20496265,More Specific
15,0,0,3,20551059,Exact
13,0,0,3,20818844,Exact
29,0,0,3,20944096,More Specific
12,0,0,3,21041578,Exact
3,0,0,3,21098728,Not Disease
6,0,0,3,21343559,More Specific
3,0,0,3,21345109,Exact
10,0,0,3,21447722,More Specific
40,0,2,3,21482206,Exact
9,0,0,3,21606968,Exact
16,0,0,3,21635872,More Specific
4,0,0,3,21639808,Exact
2,0,0,3,21738740,Not Disease
11,0,0,3,21981139,Exact
11,1,0,3,21997758,Exact
4,0,0,3,22157295,Exact
4,0,0,3,22180178,Exact
6,0,0,3,22261812,More Specific
11,0,0,3,22356324,More Specific
8,0,0,3,22395615,Exact
8,0,0,3,22493370,More Specific
16,0,0,3,22536370,Exact
11,0,0,3,22614711,More Specific
4,0,0,3,22663011,More Specific
2,0,0,3,22735384,More Specific
5,0,0,3,22744255,More Specific
4,0,0,3,22798288,More Specific
4,0,0,3,22804352,More Specific
2,0,0,3,22805292,More Specific
6,0,0,3,22809251,More Specific
6,0,0,3,23025996,Exact
5,0,0,3,23095503,More Specific
14,1,0,3,23116250,More Specific
7,0,0,3,23189245,More Specific
9,0,0,3,23237741,More Specific
6,0,0,3,23248257,More Specific
4,0,0,3,23290787,Exact
17,0,0,3,23306915,More Specific
8,0,0,3,23318787,Exact
13,0,0,3,23369684,More Specific
19,0,0,3,23420410,Exact
14,0,0,3,23420786,Exact
6,0,0,3,23432625,Exact
8,1,0,3,23460959,More General
10,0,0,3,23463675,More Specific
2,0,0,3,23473613,More Specific
2,0,0,3,23490649,More Specific
10,0,0,3,23579220,Exact
4,1,0,3,23594689,More General
22,0,0,3,23615632,More Specific
2,0,0,3,23715574,More Specific
10,0,0,3,23735514,More Specific
15,0,0,3,23802768,More Specific
0,1,0,3,23825589,Not Disease
13,0,0,3,23833299,More Specific
14,0,0,3,23833303,More Specific
8,0,0,3,23890088,Exact
12,0,0,3,23890105,More Specific
2,0,0,3,23918947,More Specific
3,0,0,3,23928771,Not Disease
7,0,0,3,23993026,More Specific
6,0,0,3,23994118,More Specific
10,0,0,3,24073999,Exact
37,0,0,3,24114495,Exact
23,0,0,3,24121489,More Specific
20,0,0,3,24133630,More Specific
5,0,0,3,24167759,More Specific
30,0,0,3,24200969,Exact
19,0,0,3,24201813,Exact
18,0,0,3,24220097,More Specific
10,0,0,3,24291778,Exact
6,1,0,3,24325952,More General
12,0,0,3,24333389,More Specific
10,0,0,3,24335665,Exact
11,0,0,3,24407165,More Specific
4,0,0,3,24410877,Exact
4,0,0,3,24422853,More Specific
6,0,0,3,24484235,More Specific
2,2,0,3,24495477,Not Disease
2,0,0,3,24508103,More Specific
8,0,0,3,24516336,More Specific
10,0,0,3,24567366,More Specific
12,0,0,3,24589925,More Specific
40,0,0,3,24614711,More Specific
6,0,0,3,24661317,More Specific
22,0,0,3,24709886,More Specific
10,0,0,3,24720932,More Specific
2,0,0,3,24795014,More Specific
13,0,0,3,24812130,More Specific
2,0,0,3,24879511,More Specific
5,0,0,3,24917033,Exact
10,0,0,3,24922189,More Specific
6,0,0,3,24922191,More Specific
2,0,0,3,25037139,More Specific
32,0,2,3,25051202,More Specific
25,0,0,3,25074438,Exact
12,0,0,3,25180764,Exact
10,0,0,3,25257244,More Specific
8,0,0,3,25265492,More Specific
4,0,0,3,25265494,More Specific
12,0,0,3,25265970,More Specific
4,0,0,3,25287827,More Specific
6,0,0,3,25344914,More Specific
15,0,0,3,25376477,More Specific
2,0,0,3,25382067,More Specific
15,0,0,3,25385327,More Specific
8,0,0,3,25399551,More Specific
2,0,0,3,25472806,More Specific
11,0,0,3,25500121,More Specific
8,0,0,3,25526431,More Specific
15,0,0,3,25538140,More Specific
17,0,0,3,25557167,More Specific
12,0,0,3,25643238,More Specific
4,0,0,3,25648338,More Specific
24,0,0,3,25651238,More Specific
6,0,0,3,25686114,More Specific
2,0,0,3,25752325,More Specific
4,0,0,3,25767048,More Specific
6,0,0,3,25787767,More Specific
4,0,0,3,25788221,More Specific
4,0,0,3,25797743,More Specific
12,0,0,3,25841454,More Specific
4,0,0,3,25867272,More Specific
12,0,0,3,25873177,More Specific
10,0,0,3,25886620,More Specific
19,0,0,3,25888143,More Specific
10,0,0,3,25960652,More Specific
10,0,0,3,25993155,Exact
12,0,0,3,26020488,Exact
2,0,0,3,26037941,More Specific
10,0,0,3,26058727,More Specific
12,0,0,3,26061438,More Specific
12,0,0,3,26073081,More Specific
10,0,0,3,26141621,Exact
12,0,0,3,26146664,More Specific
4,0,0,3,26182194,More Specific
14,0,0,3,26204954,Exact
4,0,0,3,26319365,Exact
10,0,0,3,26366702,More Specific
12,0,0,3,26451873,More Specific
3,0,0,3,26498038,More General
22,0,0,3,26498143,Exact
6,0,0,3,26600396,More Specific
11,0,0,3,26630683,More Specific
22,0,0,3,26633701,More Specific
13,0,0,3,26643848,Exact
15,0,0,3,26684394,More Specific
40,0,0,3,26710785,Exact
16,0,0,3,26743513,More Specific
4,0,0,3,26851802,More Specific
6,0,1,3,26880821,More Specific
10,0,0,3,26989536,More Specific
17,0,0,3,27081804,More Specific
8,0,0,3,27095081,More Specific
6,0,0,3,27115320,More Specific
4,0,0,3,27116335,More Specific
12,0,0,3,27124486,More Specific
11,0,0,3,27146499,More Specific
12,0,0,3,27169980,More Specific
50,0,0,3,27192168,More Specific
10,0,0,3,27203149,More Specific
12,0,0,3,27232329,More Specific
9,0,0,3,27255157,More Specific
14,0,0,3,27354627,More Specific
4,0,0,3,27429963,More Specific
14,0,0,3,27481005,Exact
23,0,0,3,27515299,More Specific
8,0,0,3,27592869,More Specific
12,0,0,3,27622011,More Specific
6,0,0,3,27679543,More Specific
23,0,0,3,AACR_2012-5598,Exact
15,0,0,3,AACR_2012-5601,More General
10,0,0,3,AACR_2012-976,More Specific
12,0,0,3,AACR_2013-23,Exact
16,0,0,3,AACR_2013-2338,More Specific
22,0,0,3,AACR_2013-3381,More General
8,0,0,3,AACR_2013-3404,Exact
4,0,0,3,AACR_2013-3928,More Specific
7,0,0,3,AACR_2013-4213,More General
26,0,0,3,AACR_2013-4307,Exact
8,0,0,3,AACR_2013-915,More Specific
31,0,0,3,AACR_2014-1144,Exact
4,0,0,3,AACR_2014-2611,Exact
4,0,0,3,AACR_2014-3698,Exact
25,0,0,3,AACR_2014-4331,Exact
14,0,0,3,AACR_2014-5466,Exact
15,0,0,3,AACR_2015-1094,More Specific
6,0,0,3,AACR_2015-2432,Exact
33,0,0,3,AACR_2016-4017,More Specific
48,0,0,3,AACR_2017-374,Exact
10,0,0,3,ASCO_109826-132,More Specific
8,0,0,3,ASCO_132152-144,Exact
6,0,0,3,ASCO_132370-144,Exact
30,0,0,3,ASCO_171467-176,Exact
13,0,0,3,ASCO_186257-199,Exact
6,0,0,3,ASCO_192890-199,Exact
20,0,0,3,ASCO_42644-74,More Specific
30,0,0,3,ASCO_78644-102,More Specific
8,0,0,3,ASCO_79170-102,More Specific
15,0,0,4,1007359,Exact
4,0,0,4,10833951,Exact
3,0,0,4,1090894,Exact
22,1,0,4,10938658,Exact
3,0,0,4,1145351,Exact
4,0,0,4,12150818,Exact
3,0,0,4,12168272,Exact
6,0,0,4,12297947,Exact
9,0,0,4,12447372,Exact
19,2,0,4,12460918,Exact
12,0,0,4,12591721,Exact
25,0,0,4,12778069,Exact
17,0,0,4,12810628,Exact
27,0,0,4,12873977,Exact
12,0,0,4,12873990,Exact
2,0,0,4,12957284,Exact
5,0,0,4,12960123,Exact
2,0,0,4,13019089,Exact
10,0,0,4,13019606,Exact
3,0,0,4,13056931,Exact
3,0,0,4,13120118,Exact
3,0,0,4,13138351,Exact
3,0,0,4,13194173,Exact
3,0,0,4,13607997,Exact
3,0,1,4,14048346,Exact
24,0,0,4,14522889,Exact
17,0,0,4,14617374,Exact
2,0,0,4,14791821,Exact
3,0,0,4,1485043,Exact
4,0,0,4,14890872,Exact
3,0,0,4,1492202,Exact
3,0,0,4,14935182,Exact
3,0,0,4,14943653,Exact
52,0,0,4,14961576,Exact
35,0,0,4,15161700,Exact
11,0,0,4,15277467,Exact
14,0,0,4,15313890,Exact
13,0,0,4,15330192,Exact
0,0,0,4,15342696,Exact
3,0,0,4,15393271,Exact
4,0,0,4,15431237,More General
12,0,0,4,15577314,Exact
3,0,0,4,1561792,Exact
14,0,0,4,15641040,Exact
6,0,0,4,15663508,Exact
25,0,0,4,15694309,Exact
18,0,0,4,15824163,Exact
34,0,0,4,15834638,Exact
0,0,0,4,15902486,Not Disease
8,0,0,4,15917418,Exact
0,0,0,4,16021577,Not Disease
13,1,0,4,16086994,Exact
18,0,0,4,16096377,Exact
25,0,3,4,16117801,Exact
10,0,0,4,16291983,Exact
17,0,0,4,16410717,Exact
9,0,0,4,16417232,More General
21,0,0,4,16547495,Exact
20,0,0,4,16567964,More General
18,0,0,4,16647948,Exact
35,0,0,4,16652198,Exact
13,1,0,4,16801397,Exact
22,0,0,4,16809487,Exact
36,0,0,4,16845322,More General
6,0,0,4,16899595,Exact
4,0,0,4,16964379,More General
9,0,0,4,17013092,Exact
16,0,0,4,17016922,Exact
17,0,0,4,17159915,Exact
23,0,0,4,1732337,Exact
14,1,0,4,17346341,Exact
20,0,0,4,17409425,Exact
21,0,0,4,17699719,More General
7,0,0,4,17824790,More General
46,6,0,4,17846776,Exact
3,0,0,4,1791228,More Specific
18,0,0,4,17946192,Exact
7,0,0,4,17962436,More Specific
19,0,0,4,18045645,More Specific
29,1,0,4,18245924,Exact
19,0,0,4,18279546,Exact
13,0,0,4,18374154,Exact
14,0,0,4,18421705,Exact
0,0,0,4,18697864,Not Disease
16,0,0,4,18790768,Exact
3,0,0,4,18886297,Exact
21,0,0,4,18985043,Exact
16,0,0,4,19226609,Exact
0,0,0,4,19248232,Exact
12,0,0,4,19389934,Exact
27,0,0,4,19398955,Exact
8,0,0,4,19464601,Exact
14,0,0,4,19661225,Exact
10,0,0,4,19882041,Exact
9,0,0,4,20013681,Exact
0,0,0,4,20093060,More General
5,0,0,4,20186005,Not Disease
3,0,0,4,20286514,Exact
12,0,0,4,20350535,Exact
16,0,1,4,20635585,More Specific
11,2,0,4,20673534,More General
13,0,0,4,20818844,Exact
3,0,0,4,21023720,Exact
2,0,0,4,21030999,Exact
12,0,0,4,21041578,Exact
8,0,0,4,21107320,More General
11,1,0,4,21156289,Exact
22,0,1,4,21166657,Exact
7,0,0,4,21251608,Exact
19,0,0,4,21324100,Exact
6,0,0,4,21343559,Exact
10,0,0,4,21447722,Exact
6,0,0,4,21457211,Exact
40,0,2,4,21482206,Exact
9,0,0,4,21606968,Exact
16,0,0,4,21635872,Exact
4,1,0,4,21638088,More General
4,0,0,4,21639808,Exact
2,0,0,4,21738740,More General
8,0,0,4,21750866,Exact
2,4,0,4,21818706,More General
24,0,0,4,21827678,More Specific
11,0,0,4,21981139,Exact
