count_match_self,count_match_ancestor,count_match_descendant,topicid,docid,label
26,0,8,1,26336885,Exact
0,0,0,1,26337082,Not Disease
8,0,3,1,26573603,More Specific
4,0,0,1,26642065,More General
6,0,0,1,26643872,Exact
8,1,2,1,26645460,More Specific
2,0,0,1,26918731,More General
28,0,5,1,26962163,Exact
22,0,3,1,26993784,Exact
6,0,2,1,27124835,Exact
4,1,0,1,27272683,More Specific
4,0,2,1,27409346,More Specific
0,0,0,1,27815686,Not Disease
0,0,0,1,9291427,Not Disease
0,1,0,1,9916925,Not Disease
2,0,0,1,AACR_2013-4203,Exact
6,1,0,1,AACR_2014-5136,Exact
2,0,0,1,AACR_2015-3093,More General
2,0,0,1,AACR_2015-495,Not Disease
2,0,0,1,ASCO_134972-144,More General
2,1,0,1,ASCO_166807-176,More General
8,0,0,2,10676663,Exact
0,0,0,2,10943822,Not Disease
3,0,0,2,11078760,More General
3,0,0,2,11876551,Exact
6,0,0,2,11904375,Exact
0,1,0,2,12198537,Exact
2,0,0,2,12430186,More General
2,0,0,2,12651912,Exact
6,0,0,2,12903843,Exact
0,0,0,2,12941809,More Specific
0,0,0,2,1336666,Not Disease
2,0,0,2,1396073,Exact
2,0,0,2,1423846,Exact
0,0,0,2,14639609,Exact
0,0,0,2,14688025,Exact
0,0,0,2,14694850,Not Disease
3,0,0,2,14727811,Exact
0,5,0,2,1486840,More General
0,5,0,2,15026326,More General
0,0,0,2,15194222,Exact
4,0,0,2,15256118,Exact
3,0,0,2,15340260,Exact
0,1,0,2,15386408,Not Disease
8,0,0,2,15685548,Exact
2,0,0,2,15729718,Exact
2,1,0,2,15735008,Exact
0,0,0,2,1574489,Exact
4,0,0,2,15771788,Exact
3,0,0,2,15800322,Exact
9,0,0,2,15809757,Exact
0,0,0,2,16007118,More General
5,0,0,2,16024606,Exact
0,0,0,2,16091732,Exact
3,0,0,2,16158056,Exact
4,1,0,2,16230380,Exact
0,2,0,2,16256179,Not Disease
0,0,0,2,16381005,Exact
5,0,0,2,16448675,Exact
0,0,0,2,16647954,Not Disease
0,0,0,2,16705943,Exact
0,1,0,2,16721785,Not Disease
0,0,0,2,16953233,Exact
8,0,0,2,17148775,Exact
4,0,0,2,17293392,Exact
0,1,0,2,17388789,Not Disease
0,1,0,2,17440063,More Specific
4,0,0,2,17467663,Exact
0,0,0,2,17510423,Not Disease
1,0,0,2,17517901,Exact
5,0,0,2,17595761,Exact
1,0,0,2,17636402,Exact
6,0,0,2,17899765,Exact
6,0,0,2,18059035,Exact
4,0,0,2,18097554,Exact
0,0,0,2,18098337,Exact
3,0,0,2,18176934,Exact
1,0,0,2,18186519,More General
0,0,0,2,18199160,More Specific
1,0,3,2,18435933,Exact
2,4,0,2,18473997,Exact
1,0,0,2,18486467,Exact
5,0,0,2,18627290,Exact
6,0,0,2,18628249,Exact
0,0,0,2,18636014,Not Disease
6,0,0,2,18636358,Exact
1,0,0,2,18676857,Exact
1,0,0,2,18718023,Exact
0,0,0,2,18782444,Exact
3,0,0,2,18832519,Exact
13,0,0,2,18843035,Exact
3,0,0,2,18922929,Exact
0,0,0,2,18945298,Not Disease
0,0,0,2,19001320,Exact
0,0,0,2,19087308,Exact
2,0,0,2,19237633,Exact
0,0,0,2,19344998,Exact
0,0,0,2,19358278,More Specific
4,0,0,2,19424571,Not Disease
0,0,0,2,19474002,Exact
4,0,0,2,19505918,Exact
1,0,0,2,19571709,Exact
7,0,0,2,19628078,Exact
3,0,0,2,19637313,Exact
0,0,0,2,19669908,More Specific
0,0,0,2,19679016,Not Disease
0,0,0,2,19704056,Exact
0,0,0,2,19813061,Exact
4,0,0,2,19843849,Exact
3,0,0,2,19881948,Exact
1,0,0,2,19884556,Exact
0,0,0,2,19903786,Exact
2,0,0,2,19908233,Exact
0,0,0,2,19913317,More Specific
2,0,0,2,19934290,Exact
0,0,1,2,19935791,Exact
1,0,0,2,19936839,Exact
3,0,0,2,19959686,Exact
3,0,0,2,20008640,Exact
0,0,0,2,20098682,Exact
0,0,0,2,20130433,Exact
0,0,0,2,20162668,Exact
0,0,0,2,20177422,Exact
0,0,0,2,20199087,Not Disease
0,0,0,2,20300583,Exact
2,0,0,2,20300843,Exact
3,0,0,2,20444249,Exact
3,0,0,2,20501503,Exact
3,1,0,2,20532039,Exact
0,0,0,2,20563851,Exact
0,0,0,2,20571907,Exact
6,0,0,2,20590827,More General
0,1,0,2,20616366,Exact
0,0,0,2,20619739,Exact
0,0,0,2,20627194,More General
1,0,0,2,20635392,Exact
0,0,0,2,20645028,Exact
0,0,0,2,20813562,Not Disease
0,0,0,2,20818844,Not Disease
0,0,0,2,20962618,More Specific
1,0,0,2,21037082,Exact
0,0,0,2,21070916,More General
9,0,0,2,21091242,Exact
0,0,0,2,21161938,Exact
0,0,0,2,21163703,Exact
0,0,0,2,21239505,Exact
0,0,0,2,21273607,Exact
5,0,0,2,21356164,Exact
0,0,0,2,21390154,Exact
1,0,0,2,21398618,Exact
0,0,0,2,21424126,Exact
0,0,0,2,21455633,Exact
0,0,0,2,21457162,Exact
0,0,0,2,21502544,Exact
0,0,0,2,21639808,Exact
0,0,0,2,21641636,Exact
0,0,1,2,21681432,Exact
9,0,0,2,21693656,Exact
0,0,0,2,21698197,Not Disease
2,0,0,2,21738740,More General
3,0,0,2,21816436,Exact
0,0,0,2,21948220,Not Disease
1,0,0,2,2194896,More General
0,0,0,2,22043994,Exact
1,0,0,2,22114137,Exact
2,0,0,2,22147942,Exact
0,0,0,2,22180495,Exact
0,0,0,2,22180717,Exact
1,0,0,2,22189714,More General
0,0,0,2,22210186,Exact
0,0,0,2,22245873,Exact
5,0,0,2,22281684,Exact
0,0,0,2,22282467,Exact
0,0,0,2,22314188,Exact
0,0,0,2,22331825,Exact
0,0,0,2,22367918,Not Disease
1,0,0,2,22376079,Exact
0,0,0,2,22393091,Exact
0,0,0,2,22417847,Not Disease
0,0,0,2,22427190,More General
0,0,0,2,22446020,Exact
0,0,0,2,22446022,Exact
0,0,0,2,22473155,Exact
5,0,0,2,22474202,Exact
1,0,0,2,22493386,Exact
0,0,0,2,22549727,Not Disease
0,0,0,2,22579930,Exact
0,0,0,2,22663011,Not Disease
14,0,0,2,22684223,Exact
0,0,0,2,22699145,Not Disease
1,1,0,2,22773810,Not Disease
0,0,0,2,22786759,Exact
2,0,0,2,22826122,Exact
1,0,0,2,22898351,Exact
0,0,0,2,22899370,Exact
1,0,0,2,22911782,Exact
0,0,0,2,22918165,Not Disease
0,0,0,2,22930283,Not Disease
0,0,0,2,22933967,Exact
0,0,0,2,22951975,Not Disease
0,0,0,2,22972628,Exact
0,0,0,2,23010994,Exact
0,0,0,2,23015072,Exact
7,0,0,2,23015305,Exact
0,0,0,2,23033302,Exact
2,0,0,2,23045248,Exact
0,0,0,2,23045412,Exact
0,0,0,2,23071293,Exact
4,0,0,2,23090042,Exact
0,0,0,2,23096133,Not Disease
2,0,0,2,23104212,Exact
0,0,0,2,23112547,Exact
0,0,0,2,23114745,More Specific
0,0,0,2,23157823,Exact
6,0,0,2,23157824,Exact
2,0,0,2,23161513,Exact
0,0,0,2,23188063,Exact
0,0,0,2,23190154,Not Disease
2,0,0,2,23202889,Exact
2,0,0,2,23209813,Exact
0,0,0,2,23211288,Exact
4,0,0,2,23233484,Exact
2,0,0,2,23274581,Not Disease
3,0,0,2,23280667,Exact
0,0,0,2,23324583,Exact
0,0,0,2,23348904,Exact
0,1,0,2,23354951,Exact
0,0,0,2,23375249,Exact
0,0,0,2,23376323,Not Disease
0,0,0,2,23403819,Not Disease
3,0,0,2,23446022,Exact
0,0,0,2,23462926,Exact
0,0,0,2,23494461,Exact
0,0,0,2,23528430,Exact
0,0,0,2,23531339,Exact
0,0,0,2,23537520,Exact
6,0,0,2,23547084,Exact
0,0,0,2,23548132,Exact
4,0,0,2,23572025,Exact
1,0,0,2,23617638,Exact
2,0,0,2,23636143,Exact
0,0,0,2,23640097,More General
1,0,0,2,23650027,Exact
0,0,0,2,23656699,More General
0,0,0,2,23666916,Exact
3,0,0,2,23749901,Exact
0,0,0,2,23763264,Exact
0,1,0,2,23766237,Not Disease
0,0,0,2,23773459,Exact
1,0,0,2,23792567,Exact
3,0,0,2,23792568,Exact
3,0,0,2,23845435,Exact
0,0,0,2,23849768,Exact
1,0,0,2,23878352,Exact
0,0,0,2,23893412,Not Disease
0,0,0,2,23930206,More Specific
0,0,0,2,23934607,Exact
0,0,0,2,23938455,Exact
2,0,0,2,23979710,Exact
6,0,0,2,24008552,Exact
3,0,0,2,24019539,Exact
3,0,0,2,24025253,Exact
0,0,0,2,24025413,Exact
8,1,0,2,24098538,Exact
0,0,0,2,24104864,Exact
2,0,0,2,24133820,Exact
0,0,0,2,24139215,Not Disease
0,0,0,2,24152396,Exact
0,0,0,2,24161954,More General
0,0,0,2,24166180,Exact
8,0,0,2,24177031,Exact
3,1,0,2,24219000,Exact
0,0,0,2,24225759,More Specific
0,0,0,2,24244575,Exact
1,0,0,2,24339949,Exact
0,0,0,2,24352906,Exact
9,0,0,2,24355100,Exact
0,0,0,2,24396464,Not Disease
0,0,0,2,24462863,Not Disease
0,0,0,2,24516257,Exact
0,0,0,2,24522186,Exact
0,0,0,2,24522420,Exact
0,0,0,2,24523613,Exact
0,0,0,2,24604709,Not Disease
0,0,0,2,24642870,Exact
0,0,0,2,24659028,Exact
0,0,0,2,24659889,Exact
0,0,0,2,24677749,Not Disease
0,0,0,2,24687833,Exact
0,0,0,2,24692733,Exact
2,0,0,2,24727985,Exact
0,0,0,2,24742565,Exact
3,0,0,2,24743293,More Specific
0,0,1,2,24759670,More General
0,0,0,2,24764675,Exact
0,0,0,2,24772300,Exact
0,0,0,2,24778007,Exact
0,0,0,2,24798160,Exact
6,0,1,2,24805134,Exact
0,0,0,2,24832158,Exact
0,0,0,2,24833563,Exact
0,0,0,2,24861115,Exact
0,0,0,2,24861917,Exact
1,0,0,2,24889488,Exact
0,0,0,2,24925057,Exact
4,0,0,2,24925349,Exact
0,0,0,2,24925351,Exact
4,0,0,2,24928083,Exact
1,0,0,2,24954536,Exact
5,0,0,2,24964758,Exact
0,0,0,2,25073438,Exact
0,0,0,2,25216999,Exact
0,0,0,2,25244542,Not Disease
0,1,0,2,25257576,Not Disease
1,0,0,2,25267307,Exact
0,0,0,2,25268071,Not Disease
2,1,0,2,25281617,More General
0,0,0,2,25288236,Not Disease
3,0,0,2,25305506,Exact
0,0,0,2,25325273,Not Disease
0,0,0,2,25332244,Not Disease
3,0,0,2,25355599,Exact
0,0,0,2,25359093,Not Disease
0,0,0,2,25367198,Exact
1,0,0,2,25374966,Exact
0,0,0,2,25382057,Exact
3,0,0,2,25386108,Exact
1,0,0,2,25444464,Exact
0,0,0,2,25469291,Exact
0,0,0,2,25496852,More Specific
0,0,0,2,25527633,Exact
2,0,0,2,25532759,Exact
0,0,0,2,25550768,More Specific
0,0,1,2,25557234,Exact
3,0,0,2,25599653,Exact
3,0,0,2,25623536,Exact
0,0,0,2,25624498,Not Disease
0,0,0,2,25628921,Exact
0,0,0,2,25632202,Exact
0,0,0,2,25648502,Not Disease
6,0,0,2,25663768,Exact
0,0,0,2,25666295,Exact
0,0,0,2,25688918,More Specific
0,0,1,2,25696788,Exact
2,0,4,2,25696791,Exact
0,0,0,2,25704541,Not Disease
0,0,0,2,25744437,More General
1,0,0,2,25789707,Not Disease
2,0,0,2,25794709,More General
0,0,0,2,25797890,Exact
2,1,0,2,25853628,Exact
0,0,0,2,25862899,Exact
0,0,0,2,25870796,Not Disease
0,0,0,2,25877892,More General
6,0,0,2,25884297,Exact
0,0,0,2,25886136,Exact
0,0,0,2,25888143,Not Disease
5,0,0,2,25899003,Exact
0,0,0,2,25900832,More General
0,0,0,2,25911860,Exact
6,0,0,2,25918287,Exact
4,0,0,2,25920359,Exact
0,0,0,2,25924923,Exact
3,0,0,2,25936694,Exact
0,0,0,2,25937573,Not Disease
0,0,0,2,25956750,Exact
1,0,0,2,25976417,Exact
3,0,0,2,25979833,Exact
0,0,0,2,25983749,Exact
0,1,0,2,26005530,More General
1,0,0,2,26005817,Exact
0,0,0,2,26019684,More Specific
0,1,0,2,26028035,More General
0,0,0,2,26037647,More General
0,0,0,2,26066373,Not Disease
0,0,0,2,26086204,Exact
0,0,0,2,26091525,Not Disease
0,0,0,2,26118880,Exact
0,0,0,2,26124380,Exact
7,0,0,2,26145760,Exact
2,0,0,2,26160848,Exact
4,0,0,2,26160882,Exact
3,0,0,2,26171582,Exact
3,0,0,2,26172302,Exact
0,0,0,2,26184520,Exact
0,0,0,2,26187617,Exact
0,0,0,2,26190239,Not Disease
0,1,0,2,26208905,Not Disease
0,2,0,2,26285815,Not Disease
0,0,0,2,26299805,Exact
0,0,0,2,26301799,Not Disease
2,0,0,2,26305864,Exact
0,0,0,2,26333174,Exact
1,0,0,2,26341689,Exact
0,0,0,2,26359417,Exact
0,1,0,2,26364606,Exact
0,0,0,2,26366702,Not Disease
0,0,0,2,26371285,Exact
4,0,0,2,26376292,Exact
0,0,0,2,26384309,Exact
0,0,0,2,26476272,Exact
0,0,0,2,26486743,More General
0,0,0,2,26495974,Exact
0,0,0,2,26513490,Not Disease
5,0,0,2,26527776,Exact
0,0,0,2,26623049,Exact
0,0,0,2,26664139,Exact
0,0,0,2,26667174,Not Disease
0,0,0,2,26681025,Exact
1,0,0,2,26709701,Exact
0,0,0,2,26711930,Not Disease
2,0,0,2,26715098,Exact
1,0,0,2,26716438,Exact
0,0,0,2,26733165,Not Disease
0,0,0,2,26735530,Exact
7,0,0,2,26744320,Exact
0,0,0,2,26768236,More General
4,0,0,2,26768652,Exact
0,0,0,2,26775732,Exact
7,0,0,2,26797240,Exact
0,0,0,2,26812186,Exact
5,0,0,2,26832792,Exact
0,0,0,2,26861657,Exact
0,0,0,2,26884114,Exact
0,0,0,2,26892442,Not Disease
8,0,0,2,26893723,Exact
0,0,0,2,26951110,Not Disease
0,0,0,2,26959608,More General
0,0,0,2,27001432,More Specific
0,0,0,2,27002945,Exact
7,0,0,2,27012422,Exact
0,0,0,2,27036313,Exact
1,0,0,2,27048246,More Specific
0,0,0,2,27073482,Not Disease
0,0,0,2,27082577,Exact
0,0,0,2,27099668,Exact
0,0,0,2,27108388,Not Disease
0,0,0,2,27114605,Exact
0,0,0,2,27127178,Not Disease
0,0,0,2,27138801,Exact
0,0,0,2,27180062,Not Disease
0,0,0,2,27195424,Exact
0,0,0,2,27198570,Exact
0,0,0,2,27246726,Exact
0,0,0,2,27284437,Exact
0,0,0,2,27308494,Exact
0,0,0,2,27312529,Exact
8,0,0,2,27316467,Exact
1,0,0,2,27340238,Exact
0,0,0,2,27341594,Exact
0,0,0,2,27345584,Exact
0,0,0,2,27350555,Not Disease
3,0,0,2,27351224,Exact
0,0,0,2,27352204,Exact
1,0,0,2,27353028,Exact
0,0,0,2,27354468,Exact
8,0,0,2,27391062,Exact
0,0,0,2,27404270,Exact
0,0,0,2,27430658,Exact
0,0,3,2,27438990,Exact
0,0,0,2,27540971,Exact
0,0,0,2,27569082,Exact
0,0,0,2,27573925,Not Disease
0,0,0,2,27672042,Exact
6,0,0,2,27770401,Exact
0,0,0,2,27834212,Not Disease
0,0,0,2,27863429,Not Disease
0,0,0,2,2927393,Exact
0,0,0,2,3021699,More Specific
0,0,0,2,6092920,Exact
0,0,0,2,6308467,More General
0,0,0,2,6823569,Exact
4,0,0,2,8047985,Exact
0,0,0,2,8347498,Exact
1,0,0,2,9346938,More Specific
6,0,0,2,9684100,Exact
6,0,0,2,9797369,Exact
9,0,0,2,9849855,Exact
0,0,0,2,AACR_2012-4510,Exact
9,0,0,2,AACR_2013-1040,Exact
1,0,0,2,AACR_2013-1219,Exact
0,0,0,2,AACR_2013-2117,Exact
1,1,0,2,AACR_2013-2782,More General
7,0,0,2,AACR_2013-3381,Exact
4,0,0,2,AACR_2013-5459,Exact
1,0,0,2,AACR_2013-696,More General
4,0,0,2,AACR_2014-2009,Exact
3,0,0,2,AACR_2014-2172,Exact
0,0,0,2,AACR_2014-2951,More General
2,0,0,2,AACR_2014-3136,More General
0,0,0,2,AACR_2014-4397,Exact
0,0,0,2,AACR_2014-4418,Exact
1,0,0,2,AACR_2014-45,Exact
0,0,0,2,AACR_2014-4663,More General
0,1,0,2,AACR_2016-1217,More General
2,0,0,2,AACR_2016-3425,Exact
8,0,0,2,AACR_2017-3066,Exact
1,0,0,2,AACR_2017-4639,Exact
0,0,0,2,AACR_2017-5162,Exact
0,0,0,2,AACR_2017-748,Exact
3,0,0,2,ASCO_116614-132,Exact
2,0,0,2,ASCO_126870-144,Exact
0,0,0,2,ASCO_130612-144,Exact
0,0,0,2,ASCO_132217-144,Exact
5,0,0,2,ASCO_133664-144,Exact
0,0,0,2,ASCO_140219-158,Exact
2,0,0,2,ASCO_145142-156,Exact
3,0,0,2,ASCO_146390-156,Exact
1,0,0,2,ASCO_150052-156,Exact
0,0,0,2,ASCO_160325-173,More Specific
0,0,0,2,ASCO_165582-176,More General
2,0,0,2,ASCO_166382-176,Exact
2,0,0,2,ASCO_166685-176,Not Disease
0,0,0,2,ASCO_169294-176,More General
2,0,0,2,ASCO_169815-176,Exact
5,0,0,2,ASCO_170068-176,Exact
1,0,0,2,ASCO_176416-195,Not Disease
0,0,0,2,ASCO_191724-199,Exact
3,0,0,2,ASCO_32653-65,Exact
0,0,0,2,ASCO_33063-65,Not Disease
0,0,0,2,ASCO_34187-65,Exact
0,0,0,2,ASCO_34230-65,Exact
4,0,0,2,ASCO_34539-65,Exact
2,0,0,2,ASCO_43481-74,Exact
0,0,0,2,ASCO_50132-74,Exact
0,0,0,2,ASCO_60628-101,Exact
0,0,0,2,ASCO_70711-103,Exact
0,0,0,2,ASCO_80206-102,Exact
2,0,0,2,ASCO_80710-102,Exact
1,0,0,2,ASCO_94963-114,Exact
0,0,0,2,ASCO_98608-114,Exact
0,0,0,2,ASCO_99452-114,Exact
8,0,0,3,10213439,More Specific
20,0,0,3,1033470,Exact
19,0,0,3,10589772,Exact
6,1,0,3,10622451,More Specific
12,0,0,3,10656373,More Specific
6,0,0,3,10778732,More Specific
54,0,0,3,10845390,More Specific
10,0,0,3,10925541,More Specific
53,0,0,3,10926326,Exact
6,0,0,3,11075777,More Specific
13,1,0,3,11079777,Exact
11,0,0,3,11143265,More Specific
35,1,0,3,11158890,Exact
36,0,0,3,11220371,More Specific
48,0,0,3,11270550,More Specific
10,0,0,3,11310923,More Specific
45,0,0,3,11523220,Exact
6,0,0,3,11720166,More Specific
7,0,0,3,11727610,Exact
11,0,0,3,11827886,Exact
11,0,0,3,11829833,More Specific
18,1,0,3,11846045,More Specific
12,1,0,3,12000789,Exact
16,0,0,3,12128128,More Specific
46,0,0,3,12186462,More Specific
20,0,0,3,12186474,Exact
12,0,0,3,12235555,Exact
5,0,0,3,12544854,Exact
2,0,0,3,12819605,More Specific
7,1,0,3,1326612,More Specific
20,0,0,3,1346787,Exact
4,0,0,3,14652463,More Specific
27,0,0,3,14683541,More Specific
31,1,0,3,14732889,Exact
39,0,0,3,15096007,More Specific
8,0,0,3,15226074,More Specific
12,0,0,3,15337131,Exact
6,0,0,3,15337152,More Specific
6,0,0,3,15352613,More Specific
33,0,0,3,15535129,Exact
15,0,0,3,15547484,More Specific
15,0,0,3,15590183,More Specific
9,1,0,3,15779237,Exact
13,0,0,3,15825560,Exact
40,0,0,3,15930342,More Specific
15,0,0,3,16105433,More Specific
6,0,0,3,1613538,More Specific
0,0,0,3,16270683,More Specific
3,0,0,3,16497727,More Specific
6,0,0,3,16534058,More Specific
11,0,0,3,16607533,More Specific
23,0,0,3,16786152,More Specific
8,0,0,3,16855500,More Specific
22,0,0,3,16855782,More Specific
10,0,0,3,16876528,More Specific
16,0,0,3,16881832,Exact
14,0,0,3,16936461,More Specific
30,0,0,3,17072521,More Specific
8,0,0,3,17405262,More Specific
35,0,0,3,17460514,Exact
15,1,0,3,17478763,More Specific
12,0,0,3,17580362,Exact
22,0,0,3,17924978,Exact
50,0,0,3,17937814,Exact
50,0,0,3,17986936,Exact
22,0,0,3,18342535,Exact
13,0,0,3,18417856,More Specific
28,0,0,3,18466258,Exact
6,0,0,3,18480602,Exact
16,0,0,3,18482277,Exact
0,1,0,3,18504432,More General
7,0,0,3,18548187,More Specific
4,0,0,3,18687535,Exact
0,1,0,3,18802038,More General
22,0,0,3,18808065,Exact
4,0,0,3,19085302,More Specific
77,0,0,3,19175037,Exact
11,0,0,3,19234911,Exact
13,0,0,3,19348712,Exact
21,0,0,3,19410481,More Specific
10,0,0,3,19451225,Exact
28,0,0,3,19500450,Exact
43,0,0,3,19589153,More Specific
17,0,0,3,19826999,More Specific
25,0,0,3,19877719,Exact
12,0,0,3,20074963,More Specific
13,0,0,3,20095360,More Specific
6,0,0,3,20138250,Exact
10,0,0,3,2028112,More Specific
13,0,0,3,20408963,More Specific
20,0,0,3,20418026,More Specific
36,0,0,3,20574529,Exact
17,0,0,3,20596751,Exact
8,0,0,3,20671387,More Specific
28,0,0,3,20682713,Exact
26,0,0,3,20714782,Exact
15,0,0,3,20730482,Exact
28,0,0,3,20734219,Exact
20,0,0,3,20821343,Exact
8,0,0,3,21048654,More Specific
45,1,0,3,21053467,Exact
33,0,0,3,21222006,More Specific
24,0,0,3,21278391,More Specific
8,0,0,3,21519503,More Specific
3,0,0,3,21727212,Exact
25,0,0,3,21778190,Exact
7,0,0,3,21819883,More Specific
21,0,0,3,21943794,Exact
13,0,0,3,22094004,Exact
13,0,0,3,22120300,Exact
7,0,0,3,22251249,More Specific
12,2,0,3,22410835,More Specific
13,0,0,3,22426462,Exact
6,0,0,3,22500202,More Specific
21,1,0,3,22503123,Exact
12,0,0,3,22531537,More Specific
44,0,0,3,22711605,Exact
23,0,0,3,22759739,Exact
26,0,0,3,22839654,More Specific
22,0,0,3,22938082,More Specific
36,0,0,3,22993672,Exact
15,0,0,3,23078225,Exact
17,0,0,3,23151902,Exact
24,0,0,3,23334667,Exact
20,0,0,3,23348505,Exact
30,0,0,3,23398358,Exact
32,0,0,3,23555840,Exact
24,0,0,3,23558725,Exact
91,0,0,3,23651727,More Specific
18,0,0,3,23728501,More Specific
26,0,0,3,23776757,More Specific
14,0,0,3,23800670,Exact
11,0,0,3,23928514,Exact
10,0,0,3,24190625,More Specific
8,0,0,3,24200893,Exact
23,0,0,3,24261697,Exact
13,0,0,3,24436903,More Specific
16,0,0,3,24486853,Exact
17,0,0,3,24500419,Exact
24,0,0,3,24529233,More Specific
49,0,0,3,24577166,Exact
13,0,0,3,24650090,Exact
16,0,0,3,24759095,More Specific
12,0,0,3,24891451,More Specific
15,0,0,3,25054463,More Specific
15,0,0,3,25238986,Exact
19,0,0,3,25245924,Exact
8,0,0,3,25335165,Exact
19,0,0,3,25343186,Exact
0,0,0,3,25431212,More General
12,0,0,3,25444364,More Specific
20,0,0,3,25485306,Exact
31,0,0,3,25549701,More Specific
16,0,0,3,25555193,Exact
19,0,0,3,25596744,Exact
32,1,0,3,25609074,More Specific
10,0,0,3,25643346,More Specific
12,0,0,3,25670784,More Specific
14,0,0,3,25748308,More Specific
31,0,0,3,25765926,More Specific
42,1,0,3,25882286,More Specific
15,0,0,3,25993161,More Specific
23,0,0,3,26015296,More Specific
14,0,0,3,26077595,More Specific
36,0,0,3,26219339,More Specific
12,0,0,3,26251799,More Specific
15,0,0,3,26274991,More Specific
23,0,0,3,26291511,More Specific
23,0,0,3,26299848,More Specific
0,1,0,3,26351323,More General
30,0,0,3,26365467,Exact
21,0,0,3,26549062,More Specific
13,0,0,3,26576533,More Specific
21,0,0,3,26605265,Exact
29,0,0,3,26652870,Exact
11,0,0,3,26683139,Exact
25,0,0,3,26722239,More Specific
9,0,0,3,26746827,More Specific
25,0,0,3,26826201,Exact
2,0,0,3,26826883,More General
24,0,0,3,26840621,Exact
2,0,0,3,26851632,More General
11,0,0,3,26951380,More Specific
36,0,0,3,27015401,More Specific
16,1,0,3,27068012,Exact
16,0,0,3,27102344,Exact
8,0,0,3,27123883,More Specific
56,0,0,3,27155381,More Specific
25,0,0,3,27234913,More Specific
10,0,0,3,27272842,More Specific
20,0,0,3,27399497,Exact
22,0,0,3,27449686,More Specific
20,1,0,3,27458586,Exact
21,0,0,3,27816997,More Specific
27,0,0,3,27861722,More Specific
12,0,0,3,3319945,More Specific
10,0,0,3,3375973,More Specific
16,0,0,3,3673517,More Specific
4,0,0,3,3777761,More Specific
4,0,0,3,3808519,More Specific
7,1,0,3,424126,More Specific
8,0,0,3,6831359,More Specific
6,0,0,3,7231886,More Specific
10,0,0,3,7771502,More Specific
18,0,0,3,7999448,More Specific
2,0,0,3,8025896,More General
28,0,0,3,8474655,More Specific
56,0,0,3,8679317,More Specific
8,0,0,3,8858528,More Specific
7,0,0,3,8956159,More Specific
39,0,0,3,9126894,More Specific
8,0,0,3,9131026,More Specific
12,0,0,3,9181595,More Specific
27,0,0,3,9322850,More Specific
4,0,0,3,9414930,More Specific
6,0,0,3,9621268,More Specific
10,0,0,3,AACR_2012-1197,More Specific
13,0,0,3,AACR_2012-2282,More Specific
16,0,0,3,AACR_2012-2759,More Specific
14,1,0,3,AACR_2013-71,Exact
