match_gene,has_variation,match_variation,match_total_variation,has_other_info,match_other_info,topicid,docid,label
12,1,4,4,0,0,1,25600339,Exact
3,1,3,3,0,0,1,25623974,Exact
6,1,2,2,0,0,1,25643238,Exact
5,1,0,0,0,0,1,25686114,Exact
11,1,6,6,0,0,1,25744437,Exact
2,1,0,0,0,0,1,25752325,Missing Variant
3,1,0,0,0,0,1,25767048,Missing Variant
11,1,3,3,0,0,1,25787767,Exact
14,1,3,3,0,0,1,25888143,Exact
2,1,1,1,0,0,1,25980594,Exact
7,1,0,0,0,0,1,25993155,Missing Variant
1,1,0,0,0,0,1,26037941,Missing Variant
4,1,1,1,0,0,1,26141621,Missing Variant
5,1,3,3,0,0,1,26171248,Exact
2,1,0,0,0,0,1,26200454,Missing Variant
3,1,1,1,0,0,1,26286452,Exact
0,1,2,2,0,0,1,26347528,Missing Variant
5,1,3,3,0,0,1,26594172,Exact
1,1,1,1,0,0,1,26597176,Exact
2,1,2,2,0,0,1,26600396,Exact
11,1,2,2,0,0,1,26678033,Exact
5,1,1,2,0,0,1,26710785,Missing Variant
15,1,4,4,0,0,1,26731560,Exact
9,1,6,6,0,0,1,26790143,Missing Variant
4,1,1,1,0,0,1,26851802,Exact
13,1,9,9,0,0,1,26878440,Exact
2,1,2,2,0,0,1,26924424,Exact
7,1,0,0,0,0,1,27028853,Missing Variant
9,1,8,8,0,0,1,27210749,Exact
2,1,1,2,0,0,1,27219630,Missing Variant
5,1,0,3,0,0,1,27255157,Different Variant
1,1,1,1,0,0,1,27283860,Exact
5,1,0,0,0,0,1,27327499,Exact
4,1,0,0,0,0,1,27403706,Missing Variant
8,1,0,0,0,0,1,27481005,Missing Variant
5,1,0,0,0,0,1,27679543,Exact
5,1,7,7,0,0,1,27793752,Exact
0,1,0,0,0,0,2,10918203,Missing Gene
0,1,0,0,0,0,2,12468522,Missing Gene
2,1,0,0,0,0,2,12960123,Missing Variant
0,1,0,0,0,0,2,14523936,Missing Gene
0,1,0,0,0,0,2,14734683,Missing Gene
5,1,0,0,0,0,2,14961576,Missing Variant
2,1,0,0,0,0,2,15014028,Missing Variant
7,1,0,0,0,0,2,15024080,Missing Variant
10,1,0,0,0,0,2,15048078,Missing Variant
2,1,0,0,0,0,2,15060100,Different Variant
3,1,0,0,0,0,2,15277467,Missing Variant
0,1,0,0,0,0,2,15503312,Missing Variant
5,1,0,0,0,0,2,15577314,Exact
3,1,0,0,0,0,2,15663508,Exact
1,1,0,0,0,0,2,15741578,Missing Variant
1,1,0,0,0,0,2,15917418,Missing Variant
9,1,1,5,0,0,2,15948115,Exact
6,1,0,0,0,0,2,16096377,Missing Variant
0,1,0,4,0,0,2,16452469,Missing Variant
0,1,0,0,0,0,2,16652198,Missing Gene
10,1,0,0,0,0,2,16708643,Missing Variant
4,1,1,5,0,0,2,16873291,Exact
9,1,0,2,0,0,2,17159915,Missing Variant
17,1,0,11,0,0,2,17409425,Missing Variant
10,1,0,0,0,0,2,17690212,Missing Variant
0,1,0,0,0,0,2,18045645,Missing Gene
5,1,0,0,0,0,2,18279546,Missing Variant
8,1,0,2,0,0,2,18374154,Missing Variant
10,1,0,3,0,0,2,19398955,Missing Variant
0,1,0,0,0,0,2,19837749,Missing Gene
16,1,0,0,0,0,2,19861964,Missing Variant
10,1,0,2,0,0,2,20233623,Missing Variant
11,1,0,0,0,0,2,20350535,Missing Variant
6,1,3,5,0,0,2,20630094,Exact
7,1,0,3,0,0,2,20818844,Missing Variant
8,1,0,6,0,0,2,20944096,Missing Variant
18,1,0,2,0,0,2,21098728,Missing Variant
6,1,0,3,0,0,2,21169256,Missing Variant
1,1,0,0,0,0,2,21343552,Exact
5,1,1,1,0,0,2,21343559,Exact
1,1,0,0,0,0,2,21482206,Missing Variant
3,1,0,0,0,0,2,21606968,Missing Variant
7,1,0,6,0,0,2,21615881,Missing Variant
8,1,0,3,0,0,2,21635872,Missing Variant
2,1,0,2,0,0,2,21639808,Missing Variant
1,1,0,1,0,0,2,21693616,Missing Variant
7,1,1,2,0,0,2,21793228,Exact
5,1,0,1,0,0,2,21827678,Missing Variant
0,1,1,2,0,0,2,21905615,Exact
2,1,0,1,0,0,2,22037033,Missing Variant
7,1,0,0,0,0,2,22156613,Missing Variant
0,1,0,0,0,0,2,22261812,Missing Variant
4,1,3,9,0,0,2,22332713,Exact
1,1,0,0,0,0,2,22340588,Missing Variant
6,1,0,0,0,0,2,22356324,Missing Variant
1,1,0,0,0,0,2,22383533,Missing Variant
4,1,0,0,0,0,2,22423265,Missing Variant
3,1,0,2,0,0,2,22508706,Missing Variant
2,1,1,2,0,0,2,22535154,Exact
3,1,1,4,0,0,2,22536370,Exact
12,1,1,5,0,0,2,22554099,Exact
2,1,0,0,0,0,2,22588166,Missing Variant
7,1,1,2,0,0,2,22614711,Exact
2,1,0,1,0,0,2,22646765,Missing Variant
2,1,1,2,0,0,2,22663011,Exact
0,1,0,0,0,0,2,22805292,Missing Variant
2,1,0,0,0,0,2,22878367,Missing Variant
5,1,0,2,0,0,2,22962325,Missing Variant
13,1,1,9,0,0,2,23026937,Exact
8,1,0,0,0,0,2,23051966,Missing Variant
4,1,0,1,0,0,2,23102192,Missing Variant
0,1,1,2,0,0,2,23169438,Exact
11,1,2,9,0,0,2,23237741,Exact
8,1,0,0,0,0,2,23246082,Missing Variant
8,1,0,0,0,0,2,23248257,Missing Variant
3,1,0,0,0,0,2,23251000,Missing Variant
8,1,2,4,0,0,2,23251089,Exact
9,1,1,8,0,0,2,23273605,Exact
5,1,0,0,0,0,2,23290787,Missing Variant
3,1,0,0,0,0,2,23318787,Missing Variant
3,1,0,0,0,0,2,23319765,Missing Variant
19,1,1,4,0,0,2,23326492,Missing Variant
1,1,0,0,0,0,2,23414587,Missing Variant
3,1,0,0,0,0,2,23432625,Missing Variant
7,1,1,8,0,0,2,23463675,Exact
0,1,0,1,0,0,2,23473613,Missing Variant
5,1,1,3,0,0,2,23499336,Exact
1,1,0,1,0,0,2,23576166,Missing Variant
10,1,1,12,0,0,2,23579220,Exact
4,1,0,0,0,0,2,23584575,Missing Variant
16,1,0,1,0,0,2,23615632,Missing Variant
10,1,0,1,0,0,2,23621583,Missing Variant
5,1,0,0,0,0,2,23658295,Different Variant
1,1,1,1,0,0,2,23677116,Exact
4,1,0,0,0,0,2,23699661,Missing Variant
4,1,0,1,0,0,2,23715079,Missing Variant
5,1,0,0,0,0,2,23735514,Missing Variant
0,1,0,0,0,0,2,23790465,Missing Gene
8,1,0,6,0,0,2,23802768,Exact
6,1,1,5,0,0,2,23807941,Exact
5,1,0,0,0,0,2,23817129,Missing Variant
4,1,0,0,0,0,2,23855428,Exact
2,1,0,1,0,0,2,23918947,Exact
3,1,0,0,0,0,2,23922205,Exact
17,1,1,11,0,0,2,23976959,Exact
9,1,1,2,0,0,2,24009630,Exact
2,1,1,2,0,0,2,24026210,Exact
7,1,0,0,0,0,2,24114495,Missing Variant
13,1,0,0,0,0,2,24121489,Missing Variant
3,1,0,0,0,0,2,24133630,Missing Variant
15,1,0,2,0,0,2,24200969,Missing Variant
1,1,0,1,0,0,2,24220097,Missing Variant
0,1,0,0,0,0,2,24228228,Missing Gene
3,1,0,0,0,0,2,24265154,Missing Variant
11,1,1,1,0,0,2,24283590,Missing Variant
10,1,0,0,0,0,2,24333389,Missing Variant
12,1,0,7,0,0,2,24335665,Missing Variant
1,1,0,0,0,0,2,24393566,Exact
5,1,1,2,0,0,2,24403169,Exact
6,1,0,3,0,0,2,24448821,Missing Variant
7,1,0,0,0,0,2,24469106,Missing Variant
2,1,1,2,0,0,2,24508103,Exact
4,1,0,1,0,0,2,24516336,Missing Variant
4,1,0,2,0,0,2,24531984,Missing Variant
6,1,0,5,0,0,2,24535907,Missing Variant
11,1,1,3,0,0,2,24583796,Exact
4,1,1,1,0,0,2,24589925,Exact
1,1,1,2,0,0,2,24596183,Exact
7,1,1,3,0,0,2,24661317,Exact
2,1,0,0,0,0,2,24684639,Missing Variant
6,1,0,2,0,0,2,24684646,Missing Variant
4,1,0,0,0,0,2,24795008,Missing Variant
3,1,0,0,0,0,2,24795014,Missing Variant
1,1,0,0,0,0,2,24853952,Missing Variant
14,1,0,1,0,0,2,24865425,Exact
6,1,0,0,0,0,2,24879511,Missing Variant
0,1,0,0,0,0,2,24893747,Missing Variant
3,1,0,2,0,0,2,24917033,Exact
2,1,0,0,0,0,2,24918823,Exact
5,1,2,9,0,0,2,24922189,Exact
3,1,0,1,0,0,2,24942556,Missing Variant
0,1,0,0,0,0,2,24954139,Missing Gene
3,1,0,0,0,0,2,24962553,Missing Variant
14,1,2,9,0,0,2,24971404,Exact
10,1,0,1,0,0,2,25014231,Missing Variant
2,1,0,0,0,0,2,25036880,Missing Variant
1,1,0,0,0,0,2,25037139,Missing Variant
3,1,0,0,0,0,2,25037456,Exact
12,1,0,0,0,0,2,25051202,Missing Variant
11,1,1,8,0,0,2,25073704,Missing Variant
6,1,0,4,0,0,2,25182332,Missing Variant
15,1,2,6,0,0,2,25228337,Exact
3,1,0,2,0,0,2,25257244,Missing Variant
2,1,0,0,0,0,2,25262755,Missing Variant
7,1,3,6,0,0,2,25265492,Exact
2,1,0,0,0,0,2,25265494,Missing Variant
1,1,1,1,0,0,2,25323827,Exact
1,1,0,0,0,0,2,25357015,Missing Variant
18,1,1,4,0,0,2,25376477,Exact
13,1,0,2,0,0,2,25380183,Missing Variant
1,1,0,1,0,0,2,25382067,Exact
4,1,2,4,0,0,2,25399551,Exact
9,1,0,0,0,0,2,25426645,Missing Variant
12,1,1,12,0,0,2,25442222,Exact
3,1,0,0,0,0,2,25454717,Missing Variant
6,1,1,7,0,0,2,25456393,Exact
5,1,0,2,0,0,2,25472943,Missing Variant
3,1,1,2,0,0,2,25477091,Exact
7,1,3,7,0,0,2,25523300,Exact
1,1,0,0,0,0,2,25524477,Missing Variant
0,1,0,0,0,0,2,25559563,Missing Gene
3,1,0,1,0,0,2,25607474,Missing Variant
5,1,2,10,0,0,2,25611237,Exact
4,1,1,1,0,0,2,25623468,Missing Variant
7,1,0,0,0,0,2,25690538,Missing Variant
2,1,0,0,0,0,2,25752325,Exact
1,1,0,0,0,0,2,25755683,Missing Variant
0,1,0,0,0,0,2,25909218,Missing Gene
5,1,0,0,0,0,2,25956405,Missing Variant
6,1,0,1,0,0,2,25962795,Missing Variant
7,1,0,0,0,0,2,25993155,Missing Variant
17,1,2,6,0,0,2,26020488,Exact
1,1,0,0,0,0,2,26037941,Missing Variant
4,1,0,0,0,0,2,26107021,Missing Variant
2,1,0,2,0,0,2,26109403,Missing Variant
6,1,0,0,0,0,2,26110554,Missing Variant
0,1,0,0,0,0,2,26139292,Missing Gene
4,1,0,1,0,0,2,26141621,Exact
19,1,0,5,0,0,2,26157547,Missing Variant
1,1,0,0,0,0,2,26174638,Missing Variant
4,1,0,0,0,0,2,26181250,Missing Variant
9,1,1,7,0,0,2,26204954,Exact
2,1,0,0,0,0,2,26206558,Missing Variant
2,1,0,0,0,0,2,26282084,Exact
3,1,1,2,0,0,2,26332527,Missing Variant
1,1,0,1,0,0,2,26356671,Missing Variant
8,1,0,0,0,0,2,26397052,Missing Variant
8,1,1,2,0,0,2,26407762,Missing Variant
5,1,0,0,0,0,2,26446943,Exact
1,1,0,0,0,0,2,26451298,Missing Variant
22,1,0,19,0,0,2,26451873,Missing Variant
17,1,2,7,0,0,2,26498143,Exact
2,1,0,2,0,0,2,26600396,Missing Variant
7,1,6,16,0,0,2,26633701,Exact
26,1,1,2,0,0,2,26659191,Missing Variant
5,1,1,2,0,0,2,26690267,Exact
5,1,1,2,0,0,2,26710785,Exact
10,1,4,7,0,0,2,26807515,Exact
4,1,0,1,0,0,2,26851802,Missing Variant
7,1,6,6,0,0,2,26989536,Exact
19,1,0,3,0,0,2,26997441,Missing Variant
8,1,0,0,0,0,2,27000992,Missing Variant
6,1,0,1,0,0,2,27009410,Missing Variant
6,1,2,4,0,0,2,27020391,Exact
7,1,0,0,0,0,2,27028853,Missing Variant
1,1,0,0,0,0,2,27096314,Missing Variant
6,1,0,2,0,0,2,27146499,Missing Variant
12,1,0,1,0,0,2,27192168,Missing Variant
9,1,0,8,0,0,2,27210749,Missing Variant
2,1,1,2,0,0,2,27219630,Exact
5,1,0,0,0,0,2,27226552,Missing Variant
5,1,0,3,0,0,2,27255157,Exact
2,1,0,0,0,0,2,27308477,Missing Variant
4,1,0,0,0,0,2,27308505,Missing Variant
5,1,0,1,0,0,2,27341594,Missing Variant
4,1,0,0,0,0,2,27429963,Missing Variant
1,1,0,0,0,0,2,27467925,Missing Variant
14,1,0,11,0,0,2,27497007,Missing Variant
4,1,0,0,0,0,2,27503895,Missing Variant
5,1,0,0,0,0,2,27679543,Missing Variant
4,1,1,2,0,0,2,27701080,Exact
8,1,0,3,0,0,2,27766572,Exact
5,1,0,3,0,0,2,27783987,Missing Variant
4,1,0,0,0,0,2,27860480,Missing Variant
5,1,0,0,0,0,3,12778069,Missing Variant
9,1,0,0,0,0,3,12810628,Missing Variant
7,1,0,0,0,0,3,12873977,Missing Variant
6,1,0,0,0,0,3,12873990,Missing Variant
2,1,0,0,0,0,3,12960123,Missing Variant
5,1,0,0,0,0,3,14617374,Missing Variant
7,1,0,0,0,0,3,14679157,Missing Variant
11,1,0,0,0,0,3,14722037,Different Variant
7,1,0,0,0,0,3,15208655,Different Variant
11,1,0,1,0,0,3,15694309,Different Variant
1,1,0,0,0,0,3,15917418,Missing Variant
9,1,1,5,0,0,3,15948115,Exact
2,1,0,0,0,0,3,16052531,Different Variant
3,1,0,0,0,0,3,16098043,Different Variant
7,1,0,0,0,0,3,16179870,Different Variant
7,1,0,0,0,0,3,16424035,Missing Variant
11,1,0,9,0,0,3,16540682,Different Variant
7,1,0,0,0,0,3,16647948,Missing Variant
4,1,1,5,0,0,3,16873291,Exact
4,1,0,1,0,0,3,17050671,Different Variant
8,1,0,0,0,0,3,17384209,Missing Variant
17,1,0,11,0,0,3,17409425,Different Variant
10,1,0,0,0,0,3,17507627,Missing Variant
18,1,0,6,0,0,3,18098337,Different Variant
0,1,0,0,0,0,3,18281615,Different Variant
8,1,0,2,0,0,3,18374154,Different Variant
3,1,0,0,0,0,3,19915144,Missing Variant
11,1,0,0,0,0,3,20350535,Missing Variant
5,1,0,3,0,0,3,20496265,Different Variant
12,1,0,4,0,0,3,20551059,Different Variant
7,1,0,3,0,0,3,20818844,Different Variant
8,1,0,6,0,0,3,20944096,Different Variant
5,1,0,0,0,0,3,21041578,Missing Variant
18,1,0,2,0,0,3,21098728,Different Variant
5,1,0,1,0,0,3,21343559,Different Variant
1,1,0,0,0,0,3,21345109,Missing Variant
4,1,0,2,0,0,3,21447722,Different Variant
1,1,0,0,0,0,3,21482206,Missing Variant
3,1,0,0,0,0,3,21606968,Missing Variant
8,1,0,3,0,0,3,21635872,Different Variant
2,1,0,2,0,0,3,21639808,Different Variant
14,1,0,12,0,0,3,21738740,Different Variant
2,1,0,0,0,0,3,21981139,Missing Variant
6,1,0,1,0,0,3,21997758,Missing Variant
5,1,0,0,0,0,3,22157295,Missing Variant
1,1,0,0,0,0,3,22180178,Missing Variant
0,1,0,0,0,0,3,22261812,Missing Variant
6,1,0,0,0,0,3,22356324,Exact
0,1,0,6,0,0,3,22395615,Different Variant
2,1,0,0,0,0,3,22493370,Missing Variant
3,1,1,4,0,0,3,22536370,Exact
7,1,0,2,0,0,3,22614711,Different Variant
2,1,0,2,0,0,3,22663011,Different Variant
1,1,0,0,0,0,3,22735384,Different Variant
3,1,0,1,0,0,3,22744255,Different Variant
3,1,0,2,0,0,3,22798288,Different Variant
5,1,0,0,0,0,3,22804352,Missing Variant
0,1,0,0,0,0,3,22805292,Missing Variant
2,1,0,0,0,0,3,22809251,Exact
6,1,0,5,0,0,3,23025996,Different Variant
2,1,0,0,0,0,3,23095503,Missing Variant
6,1,0,3,0,0,3,23116250,Different Variant
3,1,0,0,0,0,3,23189245,Missing Variant
11,1,5,9,0,0,3,23237741,Exact
8,1,0,0,0,0,3,23248257,Exact
5,1,0,0,0,0,3,23290787,Missing Variant
3,1,0,0,0,0,3,23306915,Missing Gene
3,1,0,0,0,0,3,23318787,Exact
9,1,0,0,0,0,3,23369684,Exact
4,1,0,0,0,0,3,23420410,Missing Variant
1,1,0,0,0,0,3,23420786,Missing Variant
3,1,0,0,0,0,3,23432625,Missing Variant
12,1,0,8,0,0,3,23460959,Different Variant
7,1,3,8,0,0,3,23463675,Exact
0,1,1,1,0,0,3,23473613,Exact
1,1,1,1,0,0,3,23490649,Exact
10,1,1,12,0,0,3,23579220,Exact
9,1,0,2,0,0,3,23594689,Different Variant
16,1,0,1,0,0,3,23615632,Different Variant
2,1,0,1,0,0,3,23715574,Different Variant
5,1,0,0,0,0,3,23735514,Missing Variant
8,1,0,6,0,0,3,23802768,Different Variant
9,1,0,8,0,0,3,23825589,Different Variant
6,1,0,1,0,0,3,23833299,Different Variant
6,1,0,0,0,0,3,23833303,Missing Variant
7,1,0,0,0,0,3,23890088,Different Variant
8,1,1,3,0,0,3,23890105,Exact
2,1,0,1,0,0,3,23918947,Different Variant
4,1,0,0,0,0,3,23928771,Missing Variant
10,1,0,0,0,0,3,23993026,Missing Variant
5,1,1,7,0,0,3,23994118,Exact
5,1,0,0,0,0,3,24073999,Missing Variant
7,1,0,0,0,0,3,24114495,Missing Variant
13,1,0,0,0,0,3,24121489,Missing Variant
3,1,0,0,0,0,3,24133630,Missing Variant
2,1,0,0,0,0,3,24167759,Missing Variant
15,1,0,2,0,0,3,24200969,Different Variant
9,1,0,2,0,0,3,24201813,Different Variant
1,1,0,1,0,0,3,24220097,Different Variant
5,1,0,0,0,0,3,24291778,Missing Variant
14,1,0,0,0,0,3,24325952,Missing Variant
10,1,0,0,0,0,3,24333389,Missing Variant
12,1,0,7,0,0,3,24335665,Different Variant
4,1,0,0,0,0,3,24407165,Missing Variant
5,1,1,6,0,0,3,24410877,Exact
7,1,0,5,0,0,3,24422853,Different Variant
6,1,0,0,0,0,3,24484235,Exact
4,1,0,1,0,0,3,24495477,Different Variant
2,1,0,2,0,0,3,24508103,Different Variant
4,1,0,1,0,0,3,24516336,Different Variant
5,1,0,0,0,0,3,24567366,Missing Variant
4,1,0,1,0,0,3,24589925,Different Variant
12,1,0,8,0,0,3,24614711,Different Variant
7,1,1,3,0,0,3,24661317,Exact
12,1,0,2,0,0,3,24709886,Different Variant
7,1,0,0,0,0,3,24720932,Missing Variant
3,1,0,0,0,0,3,24795014,Missing Variant
6,1,0,1,0,0,3,24812130,Different Variant
6,1,0,0,0,0,3,24879511,Missing Variant
3,1,0,2,0,0,3,24917033,Different Variant
5,1,1,9,0,0,3,24922189,Exact
7,1,0,0,0,0,3,24922191,Missing Variant
1,1,0,0,0,0,3,25037139,Exact
12,1,0,0,0,0,3,25051202,Exact
3,1,0,2,0,0,3,25074438,Different Variant
7,1,0,0,0,0,3,25180764,Missing Variant
3,1,0,2,0,0,3,25257244,Different Variant
7,1,0,6,0,0,3,25265492,Different Variant
2,1,0,0,0,0,3,25265494,Exact
9,1,1,4,0,0,3,25265970,Different Variant
6,1,0,0,0,0,3,25287827,Exact
8,1,0,0,0,0,3,25344914,Exact
18,1,1,4,0,0,3,25376477,Exact
1,1,0,1,0,0,3,25382067,Different Variant
8,1,0,0,0,0,3,25385327,Missing Variant
4,1,0,4,0,0,3,25399551,Different Variant
3,1,0,1,0,0,3,25472806,Different Variant
7,1,0,0,0,0,3,25500121,Missing Variant
5,1,0,1,0,0,3,25526431,Different Variant
11,1,0,0,0,0,3,25538140,Missing Variant
4,1,0,4,0,0,3,25557167,Different Variant
6,1,0,2,0,0,3,25643238,Different Variant
4,1,0,0,0,0,3,25648338,Missing Variant
10,1,0,1,0,0,3,25651238,Different Variant
5,1,0,0,0,0,3,25686114,Exact
2,1,0,0,0,0,3,25752325,Different Variant
3,1,0,0,0,0,3,25767048,Missing Variant
11,1,0,3,0,0,3,25787767,Different Variant
9,1,0,0,0,0,3,25788221,Missing Variant
3,1,0,0,0,0,3,25797743,Missing Variant
5,1,0,0,0,0,3,25841454,Missing Variant
2,1,0,0,0,0,3,25867272,Different Variant
6,1,0,0,0,0,3,25873177,Missing Variant
12,1,0,0,0,0,3,25886620,Missing Variant
14,1,0,3,0,0,3,25888143,Different Variant
8,1,0,5,0,0,3,25960652,Different Variant
7,1,0,0,0,0,3,25993155,Missing Variant
17,1,1,6,0,0,3,26020488,Exact
1,1,0,0,0,0,3,26037941,Different Variant
18,1,0,14,0,0,3,26058727,Different Variant
13,1,0,0,0,0,3,26061438,Missing Variant
10,1,0,1,0,0,3,26073081,Missing Variant
4,1,0,1,0,0,3,26141621,Different Variant
2,1,0,0,0,0,3,26146664,Missing Variant
