match_gene,has_variation,match_variation,match_total_variation,has_other_info,match_other_info,topicid,docid,label
1,0,0,0,1,1,1,27272683,Exact
1,0,0,0,1,2,1,27409346,Exact
7,0,0,0,1,0,1,27815686,Exact
4,0,0,0,1,2,1,9291427,Exact
11,0,0,0,1,10,1,9916925,Exact
0,1,0,0,0,0,2,10676663,Missing Gene
0,1,0,0,0,0,2,10676663,Missing Gene
0,1,0,0,0,0,2,10943822,Missing Gene
0,1,0,1,0,0,2,10943822,Missing Gene
0,1,0,0,0,0,2,11078760,Missing Gene
0,1,0,0,0,0,2,11078760,Missing Gene
0,1,0,0,0,0,2,11876551,Missing Gene
0,1,0,0,0,0,2,11876551,Missing Gene
0,1,0,0,0,0,2,11904375,Missing Gene
0,1,0,1,0,0,2,11904375,Missing Gene
4,1,0,0,0,0,2,12198537,Missing Variant
2,1,0,0,0,0,2,12198537,Missing Variant
0,1,0,0,0,0,2,12430186,Missing Gene
0,1,0,0,0,0,2,12430186,Missing Gene
0,1,0,0,0,0,2,12651912,Missing Gene
0,1,0,2,0,0,2,12651912,Missing Variant
0,1,0,0,0,0,2,12903843,Missing Gene
0,1,0,0,0,0,2,12903843,Missing Gene
9,1,0,0,0,0,2,12941809,Missing Variant
7,1,0,1,0,0,2,12941809,Missing Variant
0,1,0,0,0,0,2,1336666,Missing Gene
7,1,0,0,0,0,2,1336666,Missing Variant
0,1,0,0,0,0,2,1396073,Missing Gene
0,1,0,0,0,0,2,1396073,Missing Variant
0,1,0,0,0,0,2,1423846,Missing Gene
0,1,0,0,0,0,2,1423846,Missing Variant
10,1,0,0,0,0,2,14639609,Missing Variant
4,1,0,0,0,0,2,14639609,Missing Variant
10,1,0,0,0,0,2,14688025,Missing Variant
5,1,0,0,0,0,2,14688025,Missing Variant
0,1,0,0,0,0,2,14694850,Missing Gene
0,1,0,0,0,0,2,14694850,Missing Gene
0,1,0,0,0,0,2,14727811,Missing Gene
0,1,0,0,0,0,2,14727811,Missing Variant
0,1,0,0,0,0,2,1486840,Missing Gene
0,1,0,1,0,0,2,1486840,Missing Variant
0,1,0,0,0,0,2,15026326,Missing Variant
10,1,0,0,0,0,2,15026326,Missing Variant
7,1,0,0,0,0,2,15194222,Missing Variant
4,1,0,0,0,0,2,15194222,Missing Variant
0,1,0,0,0,0,2,15256118,Missing Gene
0,1,0,0,0,0,2,15256118,Missing Gene
6,1,0,0,0,0,2,15340260,Missing Variant
0,1,0,0,0,0,2,15340260,Missing Gene
10,1,0,0,0,0,2,15386408,Missing Variant
2,1,0,0,0,0,2,15386408,Missing Variant
0,1,0,0,0,0,2,15685548,Missing Gene
0,1,0,2,0,0,2,15685548,Missing Gene
11,1,0,0,0,0,2,15729718,Missing Variant
0,1,0,0,0,0,2,15729718,Missing Variant
0,1,0,0,0,0,2,15735008,Missing Gene
2,1,1,3,0,0,2,15735008,Exact
0,1,0,0,0,0,2,1574489,Missing Gene
0,1,0,0,0,0,2,1574489,Missing Variant
0,1,0,0,0,0,2,15771788,Missing Gene
0,1,0,0,0,0,2,15771788,Missing Gene
0,1,0,0,0,0,2,15800322,Missing Gene
0,1,0,0,0,0,2,15800322,Missing Gene
0,1,0,0,0,0,2,15809757,Missing Gene
0,1,0,0,0,0,2,15809757,Missing Gene
7,1,0,0,0,0,2,16007118,Missing Variant
8,1,0,1,0,0,2,16007118,Missing Variant
4,1,5,5,0,0,2,16024606,Exact
0,1,0,0,0,0,2,16024606,Missing Gene
0,1,0,0,0,0,2,16091732,Missing Gene
2,1,0,1,0,0,2,16091732,Different Variant
0,1,0,0,0,0,2,16158056,Missing Gene
0,1,0,0,0,0,2,16158056,Missing Variant
0,1,0,0,0,0,2,16230380,Missing Gene
0,1,0,0,0,0,2,16230380,Missing Gene
9,1,0,0,0,0,2,16256179,Missing Variant
10,1,0,1,0,0,2,16256179,Missing Variant
8,1,0,0,0,0,2,16381005,Missing Variant
4,1,0,0,0,0,2,16381005,Missing Variant
0,1,0,0,0,0,2,16448675,Missing Gene
14,1,1,3,0,0,2,16448675,Exact
2,1,2,2,0,0,2,16647954,Exact
0,1,0,0,0,0,2,16647954,Missing Gene
0,1,0,0,0,0,2,16705943,Missing Gene
0,1,0,0,0,0,2,16705943,Missing Gene
11,1,0,0,0,0,2,16721785,Missing Variant
10,1,0,0,0,0,2,16721785,Missing Variant
11,1,0,0,0,0,2,16953233,Missing Variant
10,1,0,0,0,0,2,16953233,Missing Variant
10,1,4,4,0,0,2,17148775,Exact
0,1,0,0,0,0,2,17148775,Missing Gene
3,1,1,1,0,0,2,17293392,Exact
0,1,0,0,0,0,2,17293392,Missing Gene
5,1,0,0,0,0,2,17388789,Missing Variant
5,1,0,1,0,0,2,17388789,Missing Variant
8,1,1,1,0,0,2,17440063,Exact
6,1,0,0,0,0,2,17440063,Missing Variant
0,1,0,0,0,0,2,17467663,Missing Gene
0,1,0,0,0,0,2,17467663,Missing Gene
5,1,1,1,0,0,2,17510423,Exact
2,1,0,0,0,0,2,17510423,Missing Variant
1,1,1,1,0,0,2,17517901,Exact
0,1,0,2,0,0,2,17517901,Missing Gene
0,1,0,0,0,0,2,17595761,Missing Gene
0,1,0,0,0,0,2,17595761,Missing Gene
0,1,0,0,0,0,2,17636402,Missing Gene
4,1,0,0,0,0,2,17636402,Missing Variant
0,1,0,0,0,0,2,17899765,Missing Gene
5,1,0,0,0,0,2,17899765,Missing Gene
0,1,0,0,0,0,2,18059035,Missing Gene
2,1,0,0,0,0,2,18059035,Missing Gene
0,1,0,0,0,0,2,18097554,Exact
0,1,1,2,0,0,2,18097554,Different Variant
18,1,6,6,0,0,2,18098337,Exact
8,1,2,2,0,0,2,18098337,Exact
0,1,0,0,0,0,2,18176934,Missing Gene
0,1,0,1,0,0,2,18176934,Missing Variant
2,1,1,1,0,0,2,18186519,Exact
2,1,1,3,0,0,2,18186519,Exact
7,1,0,0,0,0,2,18199160,Exact
7,1,0,0,0,0,2,18199160,Exact
9,1,0,0,0,0,2,18435933,Missing Variant
9,1,0,0,0,0,2,18435933,Missing Variant
19,1,4,4,0,0,2,18473997,Exact
0,1,0,1,0,0,2,18473997,Missing Variant
3,1,0,0,0,0,2,18486467,Missing Variant
2,1,0,1,0,0,2,18486467,Missing Gene
0,1,0,0,0,0,2,18627290,Missing Gene
0,1,0,1,0,0,2,18627290,Different Variant
0,1,0,0,0,0,2,18628249,Missing Gene
0,1,0,0,0,0,2,18628249,Missing Gene
6,1,4,4,0,0,2,18636014,Exact
2,1,0,0,0,0,2,18636014,Missing Gene
0,1,0,0,0,0,2,18636358,Missing Gene
0,1,0,0,0,0,2,18636358,Missing Gene
8,1,7,7,0,0,2,18676857,Exact
0,1,0,0,0,0,2,18676857,Missing Gene
7,1,2,2,0,0,2,18718023,Exact
0,1,0,0,0,0,2,18718023,Missing Gene
13,1,1,1,0,0,2,18782444,Missing Variant
9,1,0,1,0,0,2,18782444,Missing Variant
2,1,0,0,0,0,2,18832519,Missing Variant
0,1,0,0,0,0,2,18832519,Missing Variant
0,1,0,0,0,0,2,18843035,Missing Gene
10,1,0,0,0,0,2,18843035,Missing Variant
2,1,0,0,0,0,2,18922929,Missing Variant
2,1,0,0,0,0,2,18922929,Missing Variant
8,1,4,4,0,0,2,18945298,Exact
6,1,0,3,0,0,2,18945298,Different Variant
13,1,5,5,0,0,2,19001320,Exact
6,1,0,0,0,0,2,19001320,Missing Variant
5,1,1,1,0,0,2,19087308,Exact
11,1,0,10,0,0,2,19087308,Different Variant
0,1,0,0,0,0,2,19237633,Missing Variant
1,1,0,0,0,0,2,19237633,Missing Variant
5,1,0,0,0,0,2,19344998,Missing Variant
5,1,0,1,0,0,2,19344998,Missing Variant
4,1,1,1,0,0,2,19358278,Different Variant
8,1,0,0,0,0,2,19358278,Different Variant
8,1,5,5,0,0,2,19424571,Exact
4,1,0,0,0,0,2,19424571,Missing Variant
12,1,2,2,0,0,2,19474002,Exact
13,1,0,0,0,0,2,19474002,Different Variant
1,1,0,0,0,0,2,19505918,Missing Variant
1,1,0,0,0,0,2,19505918,Missing Variant
0,1,0,0,0,0,2,19571709,Missing Gene
0,1,0,0,0,0,2,19571709,Missing Gene
4,1,0,0,0,0,2,19628078,Missing Variant
4,1,0,0,0,0,2,19628078,Missing Variant
3,1,1,1,0,0,2,19637313,Exact
3,1,0,1,0,0,2,19637313,Different Variant
0,1,0,0,0,0,2,19669908,Exact
0,1,0,0,0,0,2,19669908,Different Variant
2,1,2,2,0,0,2,19679016,Exact
0,1,0,1,0,0,2,19679016,Missing Gene
0,1,0,0,0,0,2,19704056,Missing Variant
0,1,0,0,0,0,2,19704056,Missing Variant
0,1,0,0,0,0,2,19813061,Missing Gene
9,1,0,0,0,0,2,19813061,Missing Variant
9,1,0,0,0,0,2,19843849,Missing Variant
8,1,0,0,0,0,2,19843849,Missing Variant
8,1,6,6,0,0,2,19881948,Exact
6,1,0,5,0,0,2,19881948,Different Variant
5,1,0,0,0,0,2,19884556,Missing Variant
6,1,0,0,0,0,2,19884556,Missing Gene
0,1,0,0,0,0,2,19903786,Missing Variant
0,1,0,0,0,0,2,19903786,Missing Variant
9,1,0,0,0,0,2,19908233,Missing Variant
0,1,0,0,0,0,2,19908233,Missing Variant
6,1,1,1,0,0,2,19913317,Exact
10,1,2,4,0,0,2,19913317,Exact
0,1,0,0,0,0,2,19934290,Missing Gene
2,1,0,0,0,0,2,19934290,Different Variant
6,1,0,0,0,0,2,19935791,Missing Variant
6,1,0,0,0,0,2,19935791,Missing Variant
0,1,0,0,0,0,2,19936839,Missing Gene
8,1,0,0,0,0,2,19936839,Missing Variant
1,1,1,1,0,0,2,19959686,Exact
2,1,0,0,0,0,2,19959686,Missing Gene
7,1,0,0,0,0,2,20008640,Different Variant
8,1,0,0,0,0,2,20008640,Different Variant
5,1,0,0,0,0,2,20098682,Missing Variant
7,1,0,0,0,0,2,20098682,Different Variant
2,1,0,0,0,0,2,20130433,Missing Variant
5,1,0,0,0,0,2,20130433,Missing Variant
8,1,7,7,0,0,2,20162668,Exact
12,1,4,9,0,0,2,20162668,Exact
2,1,1,1,0,0,2,20177422,Exact
8,1,0,0,0,0,2,20177422,Different Variant
6,1,4,4,0,0,2,20199087,Exact
0,1,0,1,0,0,2,20199087,Missing Gene
5,1,0,0,0,0,2,20300583,Missing Variant
8,1,0,0,0,0,2,20300583,Different Variant
8,1,2,2,0,0,2,20300843,Missing Variant
0,1,0,0,0,0,2,20300843,Missing Gene
1,1,0,0,0,0,2,20444249,Missing Variant
0,1,0,0,0,0,2,20444249,Missing Gene
8,1,3,3,0,0,2,20501503,Exact
4,1,0,0,0,0,2,20501503,Missing Variant
0,1,0,0,0,0,2,20532039,Missing Gene
5,1,0,0,0,0,2,20532039,Different Variant
8,1,0,0,0,0,2,20563851,Different Variant
9,1,0,0,0,0,2,20563851,Different Variant
5,1,0,0,0,0,2,20571907,Different Variant
5,1,0,0,0,0,2,20571907,Different Variant
0,1,0,0,0,0,2,20590827,Missing Gene
0,1,0,0,0,0,2,20590827,Missing Gene
8,1,6,6,0,0,2,20616366,Exact
6,1,0,0,0,0,2,20616366,Missing Variant
1,1,0,0,0,0,2,20619739,Different Variant
1,1,0,0,0,0,2,20619739,Different Variant
6,1,0,0,0,0,2,20627194,Different Variant
7,1,0,0,0,0,2,20627194,Different Variant
13,1,12,12,0,0,2,20635392,Exact
2,1,0,0,0,0,2,20635392,Different Variant
11,1,5,5,0,0,2,20645028,Exact
13,1,0,0,0,0,2,20645028,Different Variant
3,1,0,0,0,0,2,20813562,Missing Variant
2,1,0,0,0,0,2,20813562,Missing Variant
7,1,3,3,0,0,2,20818844,Exact
0,1,0,0,0,0,2,20818844,Missing Gene
3,1,1,1,0,0,2,20962618,Exact
2,1,0,1,0,0,2,20962618,Missing Variant
8,1,0,0,0,0,2,21037082,Different Variant
8,1,0,0,0,0,2,21037082,Different Variant
1,1,0,0,0,0,2,21070916,Missing Variant
4,1,0,0,0,0,2,21070916,Missing Variant
0,1,0,0,0,0,2,21091242,Missing Gene
0,1,0,0,0,0,2,21091242,Missing Gene
5,1,0,0,0,0,2,21161938,Different Variant
8,1,0,0,0,0,2,21161938,Different Variant
1,1,0,0,0,0,2,21163703,Missing Variant
3,1,0,0,0,0,2,21163703,Missing Variant
1,1,0,0,0,0,2,21239505,Missing Variant
6,1,0,0,0,0,2,21239505,Missing Variant
3,1,0,0,0,0,2,21273607,Missing Variant
3,1,0,0,0,0,2,21273607,Missing Variant
1,1,0,0,0,0,2,21356164,Missing Variant
2,1,0,0,0,0,2,21356164,Missing Variant
5,1,0,0,0,0,2,21390154,Missing Variant
0,1,0,0,0,0,2,21390154,Missing Variant
8,1,1,1,0,0,2,21398618,Exact
10,1,0,0,0,0,2,21398618,Different Variant
7,1,1,1,0,0,2,21424126,Exact
9,1,0,0,0,0,2,21424126,Different Variant
6,1,4,4,0,0,2,21455633,Exact
6,1,0,0,0,0,2,21455633,Missing Variant
7,1,1,1,0,0,2,21457162,Exact
10,1,0,1,0,0,2,21457162,Different Variant
4,1,0,0,0,0,2,21502544,Missing Variant
8,1,0,0,0,0,2,21502544,Different Variant
2,1,2,2,0,0,2,21639808,Exact
0,1,0,0,0,0,2,21639808,Missing Gene
2,1,0,0,0,0,2,21641636,Missing Variant
6,1,0,0,0,0,2,21641636,Different Variant
2,1,2,2,0,0,2,21681432,Exact
0,1,0,0,0,0,2,21681432,Missing Gene
0,1,0,0,0,0,2,21693656,Missing Gene
0,1,0,0,0,0,2,21693656,Missing Gene
2,1,0,0,0,0,2,21698197,Different Variant
6,1,0,0,0,0,2,21698197,Different Variant
14,1,12,12,0,0,2,21738740,Exact
2,1,0,0,0,0,2,21738740,Missing Gene
0,1,0,0,0,0,2,21816436,Missing Gene
0,1,0,0,0,0,2,21816436,Missing Gene
13,1,11,11,0,0,2,21948220,Exact
0,1,0,8,0,0,2,21948220,Missing Gene
0,1,0,0,0,0,2,2194896,Missing Gene
3,1,0,0,0,0,2,2194896,Missing Variant
12,1,0,0,0,0,2,22043994,Missing Variant
12,1,2,3,0,0,2,22043994,Exact
2,1,0,0,0,0,2,22114137,Different Variant
2,1,0,0,0,0,2,22114137,Different Variant
3,1,0,0,0,0,2,22147942,Missing Variant
0,1,0,0,0,0,2,22147942,Missing Gene
11,1,4,4,0,0,2,22180495,Exact
0,1,0,0,0,0,2,22180495,Missing Gene
1,1,0,0,0,0,2,22180717,Missing Variant
2,1,2,2,0,0,2,22180717,Exact
0,1,0,0,0,0,2,22189714,Missing Gene
7,1,0,0,0,0,2,22189714,Missing Variant
7,1,2,2,0,0,2,22210186,Exact
0,1,0,0,0,0,2,22210186,Missing Gene
3,1,0,0,0,0,2,22245873,Missing Variant
5,1,0,0,0,0,2,22245873,Missing Variant
12,1,11,11,0,0,2,22281684,Exact
0,1,0,0,0,0,2,22281684,Missing Gene
10,1,0,0,0,0,2,22282467,Missing Variant
10,1,0,0,0,0,2,22282467,Missing Variant
16,1,3,3,0,0,2,22314188,Exact
9,1,0,0,0,0,2,22314188,Missing Variant
10,1,0,0,0,0,2,22331825,Missing Variant
7,1,0,0,0,0,2,22331825,Missing Variant
0,1,0,0,0,0,2,22367918,Missing Gene
0,1,0,5,0,0,2,22367918,Missing Variant
7,1,0,0,0,0,2,22376079,Different Variant
0,1,0,0,0,0,2,22376079,Missing Variant
2,1,0,0,0,0,2,22393091,Missing Variant
0,1,0,0,0,0,2,22393091,Missing Gene
1,1,0,0,0,0,2,22417847,Missing Gene
4,1,0,0,0,0,2,22417847,Missing Gene
7,1,0,0,0,0,2,22427190,Missing Variant
8,1,0,0,0,0,2,22427190,Missing Variant
2,1,0,0,0,0,2,22446020,Missing Variant
2,1,0,0,0,0,2,22446020,Missing Variant
6,1,0,0,0,0,2,22446022,Missing Variant
7,1,0,0,0,0,2,22446022,Missing Variant
3,1,0,0,0,0,2,22473155,Missing Variant
5,1,0,0,0,0,2,22473155,Missing Variant
0,1,0,0,0,0,2,22474202,Missing Gene
11,1,0,0,0,0,2,22474202,Missing Variant
0,1,0,0,0,0,2,22493386,Missing Gene
1,1,0,1,0,0,2,22493386,Missing Variant
7,1,5,5,0,0,2,22549727,Exact
0,1,0,1,0,0,2,22549727,Missing Gene
9,1,1,1,0,0,2,22579930,Missing Variant
8,1,0,0,0,0,2,22579930,Missing Variant
2,1,1,2,0,0,2,22663011,Exact
0,1,0,0,0,0,2,22663011,Missing Gene
8,1,0,0,0,0,2,22684223,Missing Variant
0,1,0,0,0,0,2,22684223,Missing Gene
6,1,1,1,0,0,2,22699145,Exact
10,1,0,0,0,0,2,22699145,Different Variant
4,1,1,2,0,0,2,22773810,Exact
3,1,0,1,0,0,2,22773810,Missing Variant
1,1,0,0,0,0,2,22786759,Different Variant
2,1,0,0,0,0,2,22786759,Different Variant
1,1,3,3,0,0,2,22826122,Exact
6,1,0,0,0,0,2,22826122,Different Variant
6,1,0,0,0,0,2,22898351,Missing Variant
6,1,0,0,0,0,2,22898351,Missing Variant
4,1,1,1,0,0,2,22899370,Exact
3,1,0,1,0,0,2,22899370,Missing Gene
6,1,0,0,0,0,2,22911782,Missing Variant
6,1,0,0,0,0,2,22911782,Missing Variant
6,1,6,6,0,0,2,22918165,Exact
0,1,0,0,0,0,2,22918165,Missing Gene
14,1,4,4,0,0,2,22930283,Exact
7,1,0,0,0,0,2,22930283,Missing Variant
13,1,4,4,0,0,2,22933967,Exact
15,1,0,0,0,0,2,22933967,Different Variant
0,1,2,2,0,0,2,22951975,Exact
0,1,0,2,0,0,2,22951975,Missing Gene
0,1,0,0,0,0,2,22972628,Missing Gene
9,1,5,5,0,0,2,22972628,Exact
8,1,0,0,0,0,2,23010994,Missing Variant
7,1,0,1,0,0,2,23010994,Missing Variant
3,1,0,0,0,0,2,23015072,Missing Variant
12,1,3,3,0,0,2,23015072,Exact
0,1,0,0,0,0,2,23015305,Missing Variant
4,1,0,1,0,0,2,23015305,Missing Variant
7,1,4,4,0,0,2,23033302,Exact
10,1,1,8,0,0,2,23033302,Exact
1,1,0,0,0,0,2,23045248,Missing Variant
1,1,0,0,0,0,2,23045248,Missing Variant
2,1,0,0,0,0,2,23045412,Missing Variant
3,1,0,3,0,0,2,23045412,Missing Variant
0,1,0,0,0,0,2,23071293,Missing Gene
12,1,6,6,0,0,2,23071293,Exact
0,1,0,0,0,0,2,23090042,Missing Gene
11,1,0,0,0,0,2,23090042,Missing Variant
6,1,4,4,0,0,2,23096133,Exact
0,1,0,0,0,0,2,23096133,Missing Gene
1,1,0,0,0,0,2,23104212,Missing Variant
1,1,0,0,0,0,2,23104212,Missing Variant
0,1,0,0,0,0,2,23112547,Exact
1,1,0,0,0,0,2,23112547,Missing Variant
1,1,0,0,0,0,2,23114745,Exact
1,1,0,0,0,0,2,23114745,Exact
12,1,1,1,0,0,2,23157823,Exact
12,1,1,3,0,0,2,23157823,Exact
10,1,3,4,0,0,2,23157824,Exact
13,1,1,3,0,0,2,23157824,Exact
0,1,0,0,0,0,2,23161513,Missing Gene
17,1,1,1,0,0,2,23161513,Exact
7,1,0,0,0,0,2,23188063,Missing Variant
8,1,0,0,0,0,2,23188063,Missing Variant
6,1,3,3,0,0,2,23190154,Exact
13,1,0,3,0,0,2,23190154,Different Variant
0,1,0,0,0,0,2,23202889,Missing Gene
6,1,0,0,0,0,2,23202889,Missing Variant
0,1,0,0,0,0,2,23209813,Missing Gene
14,1,2,4,0,0,2,23209813,Exact
3,1,0,0,0,0,2,23211288,Missing Variant
3,1,0,0,0,0,2,23211288,Missing Variant
1,1,0,0,0,0,2,23233484,Missing Variant
4,1,0,0,0,0,2,23233484,Missing Variant
7,1,0,0,0,0,2,23274581,Different Variant
8,1,0,0,0,0,2,23274581,Different Variant
0,1,0,0,0,0,2,23280667,Missing Gene
0,1,0,0,0,0,2,23280667,Missing Variant
9,1,3,3,0,0,2,23324583,Missing Variant
7,1,0,0,0,0,2,23324583,Missing Variant
3,1,1,1,0,0,2,23348904,Missing Variant
14,1,0,0,0,0,2,23348904,Different Variant
7,1,2,2,0,0,2,23354951,Missing Variant
0,1,0,0,0,0,2,23354951,Missing Gene
1,1,0,0,0,0,2,23375249,Exact
3,1,1,1,0,0,2,23375249,Exact
6,1,0,0,0,0,2,23376323,Missing Variant
6,1,0,0,0,0,2,23376323,Missing Variant
6,1,4,4,0,0,2,23403819,Exact
0,1,0,0,0,0,2,23403819,Missing Gene
2,1,2,2,0,0,2,23446022,Exact
0,1,0,0,0,0,2,23446022,Missing Gene
12,1,5,5,0,0,2,23462926,Exact
0,1,0,0,0,0,2,23462926,Missing Gene
4,1,0,0,0,0,2,23494461,Missing Variant
6,1,0,0,0,0,2,23494461,Missing Variant
0,1,0,0,0,0,2,23528430,Missing Gene
8,1,0,0,0,0,2,23528430,Different Variant
4,1,0,0,0,0,2,23531339,Missing Variant
4,1,0,0,0,0,2,23531339,Missing Variant
0,1,0,0,0,0,2,23537520,Missing Gene
10,1,8,8,0,0,2,23537520,Exact
4,1,0,0,0,0,2,23547084,Missing Variant
4,1,0,0,0,0,2,23547084,Missing Variant
7,1,0,0,0,0,2,23548132,Missing Variant
11,1,0,0,0,0,2,23548132,Missing Variant
2,1,1,1,0,0,2,23572025,Exact
6,1,0,0,0,0,2,23572025,Exact
10,1,0,0,0,0,2,23617638,Missing Variant
10,1,0,0,0,0,2,23617638,Missing Variant
0,1,0,0,0,0,2,23636143,Missing Gene
13,1,0,0,0,0,2,23636143,Missing Variant
0,1,0,0,0,0,2,23640097,Missing Gene
10,1,1,3,0,0,2,23640097,Missing Variant
13,1,10,10,0,0,2,23650027,Exact
0,1,0,0,0,0,2,23650027,Missing Gene
2,1,0,0,0,0,2,23656699,Missing Gene
3,1,0,0,0,0,2,23656699,Missing Variant
4,1,1,1,0,0,2,23666916,Exact
4,1,0,1,0,0,2,23666916,Different Variant
3,1,0,0,0,0,2,23749901,Missing Variant
1,1,0,0,0,0,2,23749901,Missing Variant
10,1,4,4,0,0,2,23763264,Exact
3,1,0,0,0,0,2,23763264,Missing Variant
5,1,1,1,0,0,2,23766237,Missing Gene
0,1,0,0,0,0,2,23766237,Missing Gene
3,1,0,0,0,0,2,23773459,Missing Variant
3,1,0,0,0,0,2,23773459,Exact
7,1,2,2,0,0,2,23792567,Exact
3,1,0,0,0,0,2,23792567,Missing Variant
8,1,3,3,0,0,2,23792568,Exact
0,1,0,0,0,0,2,23792568,Missing Gene
3,1,0,0,0,0,2,23845435,Missing Variant
0,1,0,0,0,0,2,23845435,Missing Gene
6,1,2,2,0,0,2,23849768,Exact
7,1,0,1,0,0,2,23849768,Missing Variant
10,1,0,0,0,0,2,23878352,Missing Variant
1,1,0,0,0,0,2,23878352,Missing Variant
0,1,0,0,0,0,2,23893412,Missing Variant
0,1,0,0,0,0,2,23893412,Missing Variant
4,1,0,0,0,0,2,23930206,Missing Variant
15,1,0,0,0,0,2,23930206,Missing Variant
10,1,0,0,0,0,2,23934607,Different Variant
8,1,0,0,0,0,2,23934607,Different Variant
2,1,1,1,0,0,2,23938455,Exact
9,1,0,0,0,0,2,23938455,Different Variant
4,1,1,1,0,0,2,23979710,Exact
4,1,0,0,0,0,2,23979710,Missing Variant
0,1,0,0,0,0,2,24008552,Missing Gene
0,1,0,1,0,0,2,24008552,Missing Gene
4,1,3,3,0,0,2,24019539,Exact
4,1,0,0,0,0,2,24019539,Missing Variant
0,1,2,2,0,0,2,24025253,Exact
0,1,0,0,0,0,2,24025253,Missing Variant
1,1,0,0,0,0,2,24025413,Missing Variant
3,1,0,0,0,0,2,24025413,Missing Variant
0,1,0,0,0,0,2,24098538,Missing Gene
0,1,0,0,0,0,2,24098538,Missing Gene
7,1,1,1,0,0,2,24104864,Exact
11,1,0,1,0,0,2,24104864,Different Variant
1,1,0,0,0,0,2,24133820,Missing Variant
1,1,0,0,0,0,2,24133820,Missing Variant
5,1,0,0,0,0,2,24139215,Missing Variant
5,1,0,0,0,0,2,24139215,Missing Variant
